StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q145,match.timer_First.Click,match.timer_Last.Click,match.timer_Page.Submit,match.timer_Click.Count,Q29_First.Click,Q29_Last.Click,Q29_Page.Submit,Q29_Click.Count,Q28,get.timer_First.Click,get.timer_Last.Click,get.timer_Page.Submit,get.timer_Click.Count,dem_ingroup1,dem_ingroup2,dem_ingroup3,rep_outgroup1,rep_outgroup2,rep_outgroup3,rep_ingroup1,rep_ingroup2,rep_ingroup3,dem_outgroup1,dem_outgroup2,dem_outgroup3,Q60_First.Click,Q60_Last.Click,Q60_Page.Submit,Q60_Click.Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First.Click,Q147_Last.Click,Q147_Page.Submit,Q147_Click.Count,Q55_First.Click,Q55_Last.Click,Q55_Page.Submit,Q55_Click.Count,Q57_First.Click,Q57_Last.Click,Q57_Page.Submit,Q57_Click.Count,cond1_selection,Q100_First.Click,Q100_Last.Click,Q100_Page.Submit,Q100_Click.Count,Q84,Q141,Q142,Q143_1,Q144,cond2_timing_First.Click,cond2_timing_Last.Click,cond2_timing_Page.Submit,cond2_timing_Click.Count,fairness.new.,Q31,guesstimate.new._1,feedback..new.,dem3_timing_First.Click,dem3_timing_Last.Click,dem3_timing_Page.Submit,dem3_timing_Click.Count,rep4_timing_First.Click,rep4_timing_Last.Click,rep4_timing_Page.Submit,rep4_timing_Click.Count,dem1_timing_First.Click,dem1_timing_Last.Click,dem1_timing_Page.Submit,dem1_timing_Click.Count,rep2_timing_First.Click,rep2_timing_Last.Click,rep2_timing_Page.Submit,rep2_timing_Click.Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create.New.Field.or.Choose.From.Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,aid,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions,condition,condition.f
2023-09-12T15:59:11Z,2023-09-12T16:10:15Z,0,70.171.250.198,100,663,1,2023-09-12T16:10:16Z,R_3ff7L4SNiILjxsn,NA,NA,NA,NA,33.4475,-112.0866,anonymous,EN,1,6406300d0af7758269c8dc0b,1,0,0,22.619,0,0,0,3.11,0,85,0,0,28.659,0,NA,NA,NA,NA,NA,NA,18,18,14,14,14,10,9.769,11.931,91.557,2,1,4,408,49,Region #1,14,3,0,0,7.811,0,11.044,12.552,12.771,2,0,0,26.351,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,10,I don't see how it is blind when they obviously picked the easier study to take.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,46.332,0,I am not sure.,1,NA,1,NA,1,NA,"Nothing else to add, thank you.",16,1,NA,7,6,1,1,6392NwKkvp,MoHi_Study2,NA,2,R_3ff7L4SNiILjxsn,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player2-Republican: Hello
<br>Player3-Democrat: Hello all
<br>Player1-Democrat: afternoon
<br>Player4-Republican: hi
<br>Player3-Democrat: I found it hard to estimate the number of dots personally but I always overestimate everything so I'm not surprised
<br>Player2-Republican: I thought it was hard because of the limited amount of time
<br>Player1-Democrat: the lack of definable pattern on mine made it difficult
<br>Player1-Democrat: tiem was also an issue for me
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>Player4-Republican: i usually underestimate because i am horrible at counting things quickly
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",NA,chatLog,NA,NA,NA,3,ingroup
2023-09-12T15:59:07Z,2023-09-12T16:10:36Z,0,24.159.4.16,100,688,1,2023-09-12T16:10:37Z,R_2Pd13yxFo3JbdO9,NA,NA,NA,NA,36.224,-83.3179,anonymous,EN,1,55e5d5fdc70c7a000b2a5bac,1,16.782,16.782,46.009,1,0,0,3.106,0,75,0,0,76.525,0,NA,NA,NA,NA,NA,NA,18,17,14,13,13,9,16.29,20.121,21.517,3,1,4,226,84,Region #1,14,3,0,0,9.511,0,9.592,13.854,14.835,2,0,0,25.007,0,1,3.28,3.28,19.015,1,1,2,6,8,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Perceptions of groups and fairness.,1,NA,2,"I think the researchers had a hypothesis and designed the experiment around this, using somewhat misleading information on how tasks would be assigned.",1,NA,NA,35,2,NA,7,6,1,1,6392NwKkvp,MoHi_Study2,NA,5,R_2Pd13yxFo3JbdO9,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player1-Democrat: Hi
<br>Player4-Republican: Hey
<br>Player4-Republican: I was expecting to have more time to count
<br>Player2-Republican: Hello estimators....
<br>Player4-Republican: it was rather quick
<br>Player3-Democrat: ewwwwwwww Republicans! 😩
<br>Player3-Democrat: 88 for me 
<br>Player4-Republican: i said 60
<br>Player2-Republican: I guessed 75
<br>Player1-Democrat: I said 45
<br>Player4-Republican: hey repubplican :)
<br>Player3-Democrat: i won
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>Player4-Republican: lol
<br>",NA,chatLog,NA,NA,NA,1,self
2023-09-12T16:00:01Z,2023-09-12T16:10:46Z,0,132.170.212.13,100,644,1,2023-09-12T16:10:47Z,R_1f2a3kFuD7XP2kp,NA,NA,NA,NA,28.5588,-81.3495,anonymous,EN,1,6413f77e3147572471197fe7,1,0,0,108.11,0,0,0,3.118,0,65,0,0,60.097,0,NA,NA,NA,NA,NA,NA,18,17,12,16,14,11,9.725,9.725,22.497,1,1,1,599,217,Region #2,15,3,4.439,4.439,7.224,1,2.607,6.61,10.589,2,0,0,25.113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,10,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.945,20.945,45.106,1,how people will disperse workload knowing one is more intense than the other,1,NA,1,NA,1,NA,NA,13,1,NA,7,7,1,1,6392NwKkvp,MoHi_Study2,NA,9,R_1f2a3kFuD7XP2kp,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: whats uo
<br>Player4-Republican: whats uo
<br>Player2-Republican: hi
<br>Player1-Democrat: Hi
<br>Player4-Republican: my picture had so many dots
<br>Player4-Republican: my picture had so many dots
<br>Player1-Democrat: Mine did too
<br>Player4-Republican: couldnt count them lol
<br>Player4-Republican: couldnt count them lol
<br>Player1-Democrat: Honestly I just made my best guess and then moved on
<br>Player4-Republican: fr
<br>Player4-Republican: fr
<br> *** Player1-Democrat has left the chat ***
<br>",NA,chatLog,NA,NA,NA,3,ingroup
2023-09-12T15:59:16Z,2023-09-12T16:10:49Z,0,73.117.188.59,100,692,1,2023-09-12T16:10:50Z,R_1DO2HXHfk37lvzA,NA,NA,NA,NA,40.6151,-79.7827,anonymous,EN,1,60fc6011bfe18980db6aec78,1,0,0,18.116,0,0,0,3.128,0,100,0,0,34.5,0,18,18,14,14,14,10,NA,NA,NA,NA,NA,NA,27.378,27.378,28.908,1,1,4,559,327,Region #2,15,3,0,0,9.803,0,14.845,14.845,16.004,1,0,0,25.019,0,2,13.899,15.156,16.48,2,NA,1,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,people's bias towards others,1,NA,4,NA,1,NA,NA,42,2,NA,7,1,1,1,6392NwKkvp,MoHi_Study2,NA,4,R_1DO2HXHfk37lvzA,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Hi
<br>Player3-Democrat: Hi
<br>Player1-Democrat: Hello!
<br>Player3-Democrat: It went really fast so it was hard to guess how many there were
<br>Player4-Republican: I dont know why they put political groups. I mean, HI!
<br>Player3-Democrat: LOL
<br>Player2-Republican: Yes , i agree that was challenging
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",NA,chatLog,NA,NA,NA,1,self
2023-09-12T15:59:04Z,2023-09-12T16:10:52Z,0,108.51.53.118,100,708,1,2023-09-12T16:10:53Z,R_3F25cDq9ubhgK0G,NA,NA,NA,NA,38.7592,-76.9858,anonymous,EN,1,5f19f2fc1af38d0bd7d29b13,1,0,0,30.412,0,0,0,3.009,0,63,0,0,25.283,0,17,15,11,13,13,9,NA,NA,NA,NA,NA,NA,0,0,25.709,0,1,4,790,350,Region #2,15,3,0,0,12.625,0,0,0,21.094,0,0,0,25.009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45.01,0,1,5,10,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To see how likely people are to assign themselves the easier tasks based on political affiliation.,1,NA,1,NA,1,NA,no!,18,2,NA,3,3,1,1,6392NwKkvp,MoHi_Study2,NA,4,R_3F25cDq9ubhgK0G,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Hi
<br>Player3-Democrat: Hi
<br>Player1-Democrat: Hello!
<br>Player3-Democrat: It went really fast so it was hard to guess how many there were
<br>Player4-Republican: I dont know why they put political groups. I mean, HI!
<br>Player3-Democrat: LOL
<br>Player2-Republican: Yes , i agree that was challenging
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",NA,chatLog,NA,NA,NA,2,other
2023-09-12T15:59:24Z,2023-09-12T16:11:05Z,0,67.149.145.170,100,700,1,2023-09-12T16:11:06Z,R_1Q5FlfRYXhWVkOu,NA,NA,NA,NA,42.558,-82.998,anonymous,EN,1,63d7d4e2ebf6c98c92c2a7f8,1,0,0,22.637,0,0,0,3.11,0,45,0,0,61.909,0,18,19,15,14,15,11,NA,NA,NA,NA,NA,NA,1.289,32.196,32.699,4,2,3,309,283,Region #1,15,3,0,0,8.398,0,2.471,2.471,11.805,1,0,0,25.108,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45.107,0,1,3,3,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Its about chatting and sharing opinions and counting dots and politics.,1,NA,1,NA,1,NA,no,21,2,NA,7,3,1,1,6392NwKkvp,MoHi_Study2,NA,5,R_1Q5FlfRYXhWVkOu,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player1-Democrat: Hi
<br>Player4-Republican: Hey
<br>Player4-Republican: I was expecting to have more time to count
<br>Player2-Republican: Hello estimators....
<br>Player4-Republican: it was rather quick
<br>Player3-Democrat: ewwwwwwww Republicans! 😩
<br>Player3-Democrat: 88 for me 
<br>Player4-Republican: i said 60
<br>Player2-Republican: I guessed 75
<br>Player1-Democrat: I said 45
<br>Player4-Republican: hey repubplican :)
<br>Player3-Democrat: i won
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>Player4-Republican: lol
<br> *** Player1-Democrat has left the chat ***
<br>",NA,chatLog,NA,NA,NA,2,other
2023-09-12T15:59:03Z,2023-09-12T16:11:31Z,0,148.66.189.9,100,748,1,2023-09-12T16:11:32Z,R_1IfS7PDaKg1ryPS,NA,NA,NA,NA,36.7314,-88.6501,anonymous,EN,1,5c7b23486babcb000184f1f1,1,0,0,13.273,0,0,0,3.039,0,150,0,0,0.439,0,NA,NA,NA,NA,NA,NA,17,18,12,13,13,9,0,0,25.596,0,1,3,327,349,Region #1,14,3,0,0,14.687,0,0,0,16.802,0,0,0,25.028,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,no,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45.023,0,NA,NA,NA,NA,to see how someone would react to being  chosen for the hard task?,1,NA,1,NA,1,NA,thanks for including me in your research,43,2,NA,7,5,1,1,6392NwKkvp,MoHi_Study2,NA,3,R_1IfS7PDaKg1ryPS,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player2-Republican: Hello!
<br>Player1-Democrat: hello
<br>Player2-Republican: How's it going
<br>Player3-Democrat: hey
<br>Player4-Republican: there were so many dots lol
<br>Player1-Democrat: good, you?
<br>Player2-Republican: I guess I am a total underestimator lol. Good thanks!
<br>Player4-Republican: i overestimated
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",NA,chatLog,NA,NA,NA,4,outgroup
2023-09-12T16:00:54Z,2023-09-12T16:11:39Z,0,47.225.154.152,100,645,1,2023-09-12T16:11:40Z,R_22LDTFNb1269AxK,NA,NA,NA,NA,42.5256,-85.8661,anonymous,EN,1,5c2fcd716ea6880001dc8e3d,1,0,0,49.514,0,0,0,3.116,0,52,0,0,64.975,0,18,19,14,14,13,10,NA,NA,NA,NA,NA,NA,9.789,19.599,21.458,3,1,4,99,338,Region #1,15,3,12.68,13.161,15.244,2,0,0,12.429,0,0,0,25.012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,8,The green task seems easier to me,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45.11,0,"Not sure, maybe if people want an easier task or not?",1,NA,1,NA,1,NA,Thanks,52,2,NA,7,1,1,1,6392NwKkvp,MoHi_Study2,NA,10,R_22LDTFNb1269AxK,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player1-Democrat: lol
<br>Player3-Democrat: hey
<br>Player2-Republican: I just guessed
<br>Player3-Democrat: me too
<br>Player4-Republican: hiim an over i guessed 150 u guys?
<br>Player2-Republican: I guessed 100
<br>Player1-Democrat: Nice names
<br> *** Player1-Democrat has left the chat ***
<br>Player3-Democrat: I under estimated
<br>",NA,chatLog,NA,NA,NA,4,outgroup
2023-09-12T15:59:16Z,2023-09-12T16:11:39Z,0,173.49.151.169,100,743,1,2023-09-12T16:11:40Z,R_2uPoHjMrGfYzxJi,NA,NA,NA,NA,39.9544,-75.1657,anonymous,EN,1,57dd766bbcd7150001ded5de,1,0,0,67.047,0,0,0,3.115,0,50,0,0,23.579,0,NA,NA,NA,NA,NA,NA,16,14,9,16,17,12,0,0,24.452,0,1,4,780,284,Region #2,16,3,0,0,10.246,0,0,0,22.97,0,0,0,25.016,0,1,13.7,13.7,22.301,1,1,2,3,10,I was surprised but rather happy I was able to choose the task selection for me.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unsure,1,NA,4,NA,1,NA,The chat session was rather rushed so I felt trying to chat and then answer the questions about it was not properly done as I feel I could have done.,46,1,NA,7,4,1,1,6392NwKkvp,MoHi_Study2,NA,6,R_2uPoHjMrGfYzxJi,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player1-Democrat: Hello
<br>Player2-Republican: Hello everyone
<br>Player3-Democrat: Hi Everyone 
<br>Player4-Republican: Well I found out I'm an overestimator.
<br>Player2-Republican: I was labeled over esimater
<br>Player1-Democrat: Same I am as well
<br>Player3-Democrat: The task was simple and straight to the point, I felt it was hard to because of how quickly it flashed 
<br>Player2-Republican: I always hought of myself as an under estimater
<br>Player1-Democrat: I agree
<br>Player4-Republican: There was a lot to take in.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>Player2-Republican: I agree not much time to cout
<br>",NA,chatLog,NA,NA,NA,1,self
2023-09-12T15:59:23Z,2023-09-12T16:11:44Z,0,72.73.99.6,100,741,1,2023-09-12T16:11:45Z,R_ewzlGCJd4ON9xwR,NA,NA,NA,NA,45.1748,-69.3975,anonymous,EN,1,64d62014cc29ce3b13fa6899,1,0,0,10.022,0,0,0,3.011,0,85,0,0,44.006,0,NA,NA,NA,NA,NA,NA,14,14,9,17,17,12,0,0,22.69,0,1,4,870,51,Region #2,16,3,0,0,8.811,0,0,0,33.612,0,0,0,25.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,8,I would have randomized it.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45.109,0,Personality traits and political identity.,1,NA,2,Because I wasn't assigned a task I believe they weren't either.,1,NA,be well,41,1,NA,7,2,1,1,6392NwKkvp,MoHi_Study2,NA,4,R_ewzlGCJd4ON9xwR,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Hi
<br>Player3-Democrat: Hi
<br>Player1-Democrat: Hello!
<br>Player3-Democrat: It went really fast so it was hard to guess how many there were
<br>Player4-Republican: I dont know why they put political groups. I mean, HI!
<br>Player3-Democrat: LOL
<br>Player2-Republican: Yes , i agree that was challenging
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",NA,chatLog,NA,NA,NA,3,ingroup
2023-09-12T16:00:18Z,2023-09-12T16:12:05Z,0,73.94.250.135,100,706,1,2023-09-12T16:12:06Z,R_1mLcvxQ6LOGM5W0,NA,NA,NA,NA,44.8349,-93.2814,anonymous,EN,1,60f6ce6de6cf393bcde0c14d,1,0,0,17.909,0,0,0,3.015,0,47,0,0,19.997,0,18,18,12,13,13,9,NA,NA,NA,NA,NA,NA,12.618,12.618,21.34,1,1,4,618,160,Region #2,14,3,0,0,9.446,0,14.986,14.986,16.29,1,0,0,25.009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,10,I don't believe that it's true.,NA,NA,NA,NA,0,0,45.008,0,NA,NA,NA,NA,NA,NA,NA,NA,"I'm not sure, the survey/experiment was all over the place.",2,It just seemed too random,2,I'm sure the experiment was chosen to have me do the red 20 minute task to gauge my reaction.,1,NA,none,51,2,NA,7,5,1,1,6392NwKkvp,MoHi_Study2,NA,7,R_1mLcvxQ6LOGM5W0,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: I would have liked to see the dots a bit longer.
<br>Player1-Democrat: I didn't think it was hard to estimate, but apparently I did. 
<br>Player2-Republican: The experience was frivolous.
<br>Player3-Democrat: Not sure how I feel about being an overestimator. It was a bit tricky trying to complete the task accurately.
<br>Player1-Democrat: I agree player 2
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",NA,chatLog,NA,NA,NA,4,outgroup
2023-09-12T16:02:12Z,2023-09-12T16:12:15Z,0,172.56.208.104,100,602,1,2023-09-12T16:12:16Z,R_2wTQlymTMTZby9z,NA,NA,NA,NA,36.1685,-115.1164,anonymous,EN,1,5e14ffee6f6c63b33cf77eb3,1,0,0,32.463,0,0,0,3.115,0,59,0,0,15.263,0,18,17,13,13,13,9,NA,NA,NA,NA,NA,NA,0,0,23.507,0,1,4,608,212,Region #2,14,3,0,0,7.901,0,0,0,15.181,0,0,0,25.017,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45.108,0,1,3,6,the randomizer would have been more fair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,to see how the group members make decisions,1,NA,1,NA,1,NA,NA,36,2,NA,7,2,1,1,6392NwKkvp,MoHi_Study2,NA,12,R_2wTQlymTMTZby9z,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player3-Democrat: Hi everyone 
<br>Player4-Republican: Hello! 
<br>Player1-Democrat: Hi
<br>Player2-Republican: It was tricky.
<br>Player2-Republican: Hello
<br>Player3-Democrat: Yea it was difficult
<br>Player2-Republican: There were large and small dots.
<br>Player1-Democrat: i guessed too low
<br>Player4-Republican: It was, I was an underestimater... 
<br>Player2-Republican: I guessed too high
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",NA,chatLog,NA,NA,NA,2,other
2023-09-12T16:00:44Z,2023-09-12T16:12:15Z,0,76.108.188.138,100,691,1,2023-09-12T16:12:16Z,R_1mr482AXsovdaE1,NA,NA,NA,NA,25.7641,-80.2702,anonymous,EN,1,60f96f9a4dd14494f27e1957,1,0,0,51.57,0,0,0,3.114,0,50,0,0,37.309,0,17,17,13,16,16,12,NA,NA,NA,NA,NA,NA,0,0,22.699,0,1,4,564,350,Region #2,15,3,0,0,12.169,0,0,0,16.278,0,0,0,25.117,0,1,20.276,20.276,26.253,1,1,2,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To see if people act fairly or selfishly when presented with two pretty different tasks,1,NA,4,NA,1,NA,NA,28,2,NA,47,2,1,1,6392NwKkvp,MoHi_Study2,NA,8,R_1mr482AXsovdaE1,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: hi everybody
<br>Player3-Democrat: hello
<br>Player1-Democrat: I hyper fixated on the large dots... my bad.
<br>Player2-Republican: Howdy, I am an overestimater I guess. 
<br>Player4-Republican: hah-i just took a wid guess
<br>Player3-Democrat: I kinda counted a corner in the time given and then just guessed more or less
<br>Player4-Republican: wild
<br> *** Player2-Republican has left the chat ***
<br>",NA,chatLog,NA,NA,NA,1,self
