StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q9,Q138,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q140_First Click,Q140_Last Click,Q140_Page Submit,Q140_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q94,Q95,Q129,Q96,Q128,Q131,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2022-05-08 15:30:43,2022-05-08 15:40:18,0,216.165.95.171,100,575,1,2022-05-08 15:40:18,R_11iu0PXw94yHTPX,,,,,40.7359,-73.9904,anonymous,EN,1,,0,0,23.075,0,0,0,3.009,0,100,0,0,0.417,0,11.055,11.055,21.104,1,1,4,759,284,Region #2,15,,12.373,12.373,21.226,1,0,0,25.01,0,,,,,,,,,,,,,,,,,,,1,6,9,,,,,,,,,,,,,,0,0,15.01,0,"To show how likely people are willing to participate with as little effort as possible. ",1,,1,,,1,1,6392NwKkvp,Study1_MoHi10,,35,R_11iu0PXw94yHTPX,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,600,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player1-Overestimator: hi
<br>Player4-Underestimator: hi
<br>Player3-Overestimator: hi
<br>Player2-Underestimator: hi
<br>Player4-Underestimator: how many dots did you guys say there were
<br>Player1-Overestimator: i was going to count every single dots but failed and guessed it would be around 128
<br>Player3-Overestimator: I just guessed 30 lol
<br>Player2-Underestimator: same!
<br>Player4-Underestimator: same @player1
<br>Player4-Underestimator: I guessed 100
<br>Player3-Overestimator: wait how am I an overestimator
<br>Player1-Overestimator: @player 3 you guessed 30
<br>Player3-Overestimator: if I guess way less than you
<br>Player1-Overestimator: how is that overestimating 
<br>Player3-Overestimator: guessed*
<br>Player3-Overestimator: lol that's weird
<br>Player1-Overestimator: was this like time thing maybe?
<br>Player4-Underestimator: oh yea that is weird cause I guessed 100 and it said I was underestimator
<br>Player1-Overestimator: like taking how long to guess or smth
<br>Player3-Overestimator: maybe maybe
<br>Player1-Overestimator: um okay it was fun to chat
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2022-05-08 15:29:51,2022-05-08 15:40:21,0,76.116.153.37,100,630,1,2022-05-08 15:40:22,R_22lVL3WW6wfG29v,,,,,40.7362,-74.0422,anonymous,EN,1,,6.367,64.457,66.555,5,0,0,3.007,0,30,5.375,14.083,18.215,2,10.732,12.855,22.204,4,1,4,631,77,Region #2,16,,18.7,78.251,78.926,2,20.249,20.249,25.02,1,,,,,,,,,,,0,0,15.106,0,,,,,2,4,,,,,,,,,,,,,,,,,,,,2,He got the same answer as mine.,2,,,1,1,6392NwKkvp,Study1_MoHi10,,35,R_22lVL3WW6wfG29v,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,600,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player1-Overestimator: hi
<br>Player4-Underestimator: hi
<br>Player3-Overestimator: hi
<br>Player2-Underestimator: hi
<br>Player4-Underestimator: how many dots did you guys say there were
<br>Player1-Overestimator: i was going to count every single dots but failed and guessed it would be around 128
<br>Player3-Overestimator: I just guessed 30 lol
<br>Player2-Underestimator: same!
<br>Player4-Underestimator: same @player1
<br>Player4-Underestimator: I guessed 100
<br>Player3-Overestimator: wait how am I an overestimator
<br>Player1-Overestimator: @player 3 you guessed 30
<br>Player3-Overestimator: if I guess way less than you
<br>Player1-Overestimator: how is that overestimating 
<br>Player3-Overestimator: guessed*
<br>Player3-Overestimator: lol that's weird
<br>Player1-Overestimator: was this like time thing maybe?
<br>Player4-Underestimator: oh yea that is weird cause I guessed 100 and it said I was underestimator
<br>Player1-Overestimator: like taking how long to guess or smth
<br>Player3-Overestimator: maybe maybe
<br>Player1-Overestimator: um okay it was fun to chat
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2022-05-08 15:30:14,2022-05-08 15:41:42,0,216.165.95.188,100,687,1,2022-05-08 15:41:42,R_24gxG5ext2bnM1b,,,,,40.7359,-73.9904,anonymous,EN,1,,0,0,32.836,0,0,0,3.11,0,128,0,0,1.467,0,0,0,21.389,0,1,4,645,72,Region #2,14,,0,0,21.242,0,0,0,25.111,0,,,,,,,,,,,0,0,15.007,0,,,,,2,3,8,,,,,,,,,,,,,,,,,,to determine the tendency of people choosing relatively more convenient task to their preference,1,,2,"if the study aimed to collect information on our responses in thinking whether we think people choose easier task or not, the research had to provide evidence that people chose green task - which may not happen if its real person's recording ",,1,1,6392NwKkvp,Study1_MoHi10,,35,R_24gxG5ext2bnM1b,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,600,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player1-Overestimator: hi
<br>Player4-Underestimator: hi
<br>Player3-Overestimator: hi
<br>Player2-Underestimator: hi
<br>Player4-Underestimator: how many dots did you guys say there were
<br>Player1-Overestimator: i was going to count every single dots but failed and guessed it would be around 128
<br>Player3-Overestimator: I just guessed 30 lol
<br>Player2-Underestimator: same!
<br>Player4-Underestimator: same @player1
<br>Player4-Underestimator: I guessed 100
<br>Player3-Overestimator: wait how am I an overestimator
<br>Player1-Overestimator: @player 3 you guessed 30
<br>Player3-Overestimator: if I guess way less than you
<br>Player1-Overestimator: how is that overestimating 
<br>Player3-Overestimator: guessed*
<br>Player3-Overestimator: lol that's weird
<br>Player1-Overestimator: was this like time thing maybe?
<br>Player4-Underestimator: oh yea that is weird cause I guessed 100 and it said I was underestimator
<br>Player1-Overestimator: like taking how long to guess or smth
<br>Player3-Overestimator: maybe maybe
<br>Player1-Overestimator: um okay it was fun to chat
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2022-05-08 15:30:04,2022-05-08 15:42:21,0,74.88.122.161,100,737,1,2022-05-08 15:42:22,R_1ojRfVGZ9hNdBRL,,,,,40.7973,-73.6473,anonymous,EN,1,,0,0,668.515,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi10,,36,R_1ojRfVGZ9hNdBRL,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,No available participant -- Survey terminated,600,,no,yes,,,,,,,,,,,,,,
2022-05-09 09:56:30,2022-05-09 10:08:18,0,216.165.95.149,100,707,1,2022-05-09 10:08:19,R_2e9KtKpurUJ7jky,,,,,40.7359,-73.9904,anonymous,EN,1,,0,0,172.231,0,0,0,3.113,0,36,0,0,12.088,0,12.786,12.786,23.372,1,1,4,695,81,Region #2,17,,13.241,13.241,21.412,1,0,0,25.01,0,,,,,,,,,,,,,,,,,,,1,3,8,"I think it's quite effective, but the person selecting the task from themselves would probably want to do the simpler task ",0,0,15.007,0,,,,,,,,,,,,,To see if people would act selfishly or for the group,1,,1,,N/A,,1,6392NwKkvp,Study1_MoHi10,,37,R_2e9KtKpurUJ7jky,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,600,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: hello 
<br>Player4-Underestimator: hi
<br>Player2-Underestimator: hi
<br>Player1-Overestimator: hi
<br>Player3-Overestimator: what number did y'all put
<br>Player4-Underestimator: i put 36 
<br>Player2-Underestimator: 53
<br>Player3-Overestimator: 50 
<br>Player3-Overestimator: interesting 
<br>Player1-Overestimator: 68 LOL
<br>Player2-Underestimator: hmmmmm
<br>Player3-Overestimator: haha 
<br>Player4-Underestimator: maybe we were shown diff pictures 
<br>Player3-Overestimator: maybe 
<br>Player2-Underestimator: yea i wasn't expecting so many dots
<br>Player2-Underestimator: lol
<br>Player3-Overestimator: yea I saw that pick was like omg 
<br>Player3-Overestimator: pic*
<br>Player1-Overestimator: same hahaha
<br>Player2-Underestimator: why did we underestimate player 4 lol
<br>Player4-Underestimator: idk i just randomly guessed 
<br>Player2-Underestimator: i just kind of thought of a random number 
<br>Player4-Underestimator: didn't even try to count 
<br>Player3-Overestimator: I tried to count and then the pic disappeared 
<br>Player3-Overestimator: and I panicked 
<br>Player4-Underestimator: lol
<br>Player2-Underestimator: yea around 50 seemed reasonable
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2022-05-09 09:59:07,2022-05-09 10:09:59,0,216.165.95.147,100,651,1,2022-05-09 10:09:59,R_3NDIRsG4lOa1ez2,,,,,40.7359,-73.9904,anonymous,EN,1,,0,0,6.941,0,0,0,3.01,0,53,0,0,3.591,0,0,0,22.949,0,5,4,646,84,Region #2,17,,0,0,27.868,0,0,0,25.106,0,,,,,,,,,,,,,,,,,,,2,3,9,I don't think it's truly blind. I think the task assignment should always be random.,,,,,0,0,15.109,0,,,,,,,,,"How do we react when someone else chooses a task for us, especially when our task requires more effort.",1,,2,The selection seemed too quick and chose their answer too quickly.,,1,1,6392NwKkvp,Study1_MoHi10,,37,R_3NDIRsG4lOa1ez2,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,600,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: hello 
<br>Player4-Underestimator: hi
<br>Player2-Underestimator: hi
<br>Player1-Overestimator: hi
<br>Player3-Overestimator: what number did y'all put
<br>Player4-Underestimator: i put 36 
<br>Player2-Underestimator: 53
<br>Player3-Overestimator: 50 
<br>Player3-Overestimator: interesting 
<br>Player1-Overestimator: 68 LOL
<br>Player2-Underestimator: hmmmmm
<br>Player3-Overestimator: haha 
<br>Player4-Underestimator: maybe we were shown diff pictures 
<br>Player3-Overestimator: maybe 
<br>Player2-Underestimator: yea i wasn't expecting so many dots
<br>Player2-Underestimator: lol
<br>Player3-Overestimator: yea I saw that pick was like omg 
<br>Player3-Overestimator: pic*
<br>Player1-Overestimator: same hahaha
<br>Player2-Underestimator: why did we underestimate player 4 lol
<br>Player4-Underestimator: idk i just randomly guessed 
<br>Player2-Underestimator: i just kind of thought of a random number 
<br>Player4-Underestimator: didn't even try to count 
<br>Player3-Overestimator: I tried to count and then the pic disappeared 
<br>Player3-Overestimator: and I panicked 
<br>Player4-Underestimator: lol
<br>Player2-Underestimator: yea around 50 seemed reasonable
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2022-05-09 09:59:10,2022-05-09 10:10:13,0,216.165.95.157,100,663,1,2022-05-09 10:10:14,R_2qDxIlG3Ui1R0vh,,,,,40.7359,-73.9904,anonymous,EN,1,,0,0,7.184,0,0,0,3.109,0,50,0,0,0.438,0,0,0,24.462,0,4,4,558,316,Region #2,16,,0,0,21.486,0,0,0,25.106,0,1,13.867,13.867,22.038,1,1,,,,,,,,,,,,,2,4,10,Close the interval between the length of the two tasks,,,,,,,,,,,,,,,,,"See how length of the task affects which tasks are chosen ",1,,1,,N/A,1,1,6392NwKkvp,Study1_MoHi10,,37,R_2qDxIlG3Ui1R0vh,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,600,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: hello 
<br>Player4-Underestimator: hi
<br>Player2-Underestimator: hi
<br>Player1-Overestimator: hi
<br>Player3-Overestimator: what number did y'all put
<br>Player4-Underestimator: i put 36 
<br>Player2-Underestimator: 53
<br>Player3-Overestimator: 50 
<br>Player3-Overestimator: interesting 
<br>Player1-Overestimator: 68 LOL
<br>Player2-Underestimator: hmmmmm
<br>Player3-Overestimator: haha 
<br>Player4-Underestimator: maybe we were shown diff pictures 
<br>Player3-Overestimator: maybe 
<br>Player2-Underestimator: yea i wasn't expecting so many dots
<br>Player2-Underestimator: lol
<br>Player3-Overestimator: yea I saw that pick was like omg 
<br>Player3-Overestimator: pic*
<br>Player1-Overestimator: same hahaha
<br>Player2-Underestimator: why did we underestimate player 4 lol
<br>Player4-Underestimator: idk i just randomly guessed 
<br>Player2-Underestimator: i just kind of thought of a random number 
<br>Player4-Underestimator: didn't even try to count 
<br>Player3-Overestimator: I tried to count and then the pic disappeared 
<br>Player3-Overestimator: and I panicked 
<br>Player4-Underestimator: lol
<br>Player2-Underestimator: yea around 50 seemed reasonable
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2022-05-09 09:56:04,2022-05-09 10:10:54,0,107.115.17.64,100,890,1,2022-05-09 10:10:55,R_3QLypTDa3bJ4TsA,,,,,40.7099,-73.9591,anonymous,EN,1,,200.199,200.199,210.627,1,0,0,3.009,0,68,0,0,0.44,0,19.552,19.552,67.646,1,1,3,,,,17,,1.423,20.903,21.524,9,13.143,13.577,25.11,2,,,,,,,,,,,,,,,,,,,2,6,6,,12.178,12.178,15.008,1,,,,,,,,,,,,,About moral problems maybe?,1,,1,,,1,1,6392NwKkvp,Study1_MoHi10,,37,R_3QLypTDa3bJ4TsA,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,600,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: hello 
<br>Player4-Underestimator: hi
<br>Player2-Underestimator: hi
<br>Player1-Overestimator: hi
<br>Player3-Overestimator: what number did y'all put
<br>Player4-Underestimator: i put 36 
<br>Player2-Underestimator: 53
<br>Player3-Overestimator: 50 
<br>Player3-Overestimator: interesting 
<br>Player1-Overestimator: 68 LOL
<br>Player2-Underestimator: hmmmmm
<br>Player3-Overestimator: haha 
<br>Player4-Underestimator: maybe we were shown diff pictures 
<br>Player3-Overestimator: maybe 
<br>Player2-Underestimator: yea i wasn't expecting so many dots
<br>Player2-Underestimator: lol
<br>Player3-Overestimator: yea I saw that pick was like omg 
<br>Player3-Overestimator: pic*
<br>Player1-Overestimator: same hahaha
<br>Player2-Underestimator: why did we underestimate player 4 lol
<br>Player4-Underestimator: idk i just randomly guessed 
<br>Player2-Underestimator: i just kind of thought of a random number 
<br>Player4-Underestimator: didn't even try to count 
<br>Player3-Overestimator: I tried to count and then the pic disappeared 
<br>Player3-Overestimator: and I panicked 
<br>Player4-Underestimator: lol
<br>Player2-Underestimator: yea around 50 seemed reasonable
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2022-05-09 10:01:02,2022-05-09 10:13:20,0,216.165.95.145,100,738,1,2022-05-09 10:13:21,R_1hTfrLV5crZPvGX,,,,,40.7359,-73.9904,anonymous,EN,1,,0,0,53.286,0,0,0,3.126,0,35,0,0,0.436,0,1.383,1.383,22.214,1,1,4,619,160,Region #2,15,,17.725,18.328,21.671,2,0,0,25.016,0,2,6.495,11.176,16.026,3,,,,,,,,,,,,,,2,3,7,,,,,,,,,,,,,,,,,,to see how likely a participant would be to take control of the group for their own benefit when given the opportunity?,1,,2,because I selected the task and i chose randomization,,1,1,6392NwKkvp,Study1_MoHi10,,38,R_1hTfrLV5crZPvGX,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,600,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player1-Overestimator: Hey so how many did you think there were?
<br>Player4-Underestimator: what did you guys estimate
<br>Player3-Overestimator: I thought there were 58
<br>Player4-Underestimator: oh lol
<br>Player1-Overestimator: I guessed 40
<br>Player4-Underestimator: 35 for some reason
<br>Player2-Underestimator: 50
<br>Player1-Overestimator: Ok so it's between 35 and 40
<br>Player1-Overestimator: I got overestimator with 40 and you got underestimator with 35
<br>Player4-Underestimator: v true
<br>Player3-Overestimator: yeah I am confused
<br>Player3-Overestimator: how did that happen?
<br>Player1-Overestimator: Well the true number lays between those two guesses
<br>Player2-Underestimator: im an underestimator and guessed 50
<br>Player2-Underestimator: so more than 50
<br>Player4-Underestimator: i think there has to be two of each
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2022-05-09 10:00:10,2022-05-09 10:13:58,0,216.165.95.180,100,827,1,2022-05-09 10:13:59,R_1EaMf4efQU0ZuFk,,,,,40.7359,-73.9904,anonymous,EN,1,,0,0,84.282,0,0,0,3.007,0,58,0,0,32.07,0,0,0,26.853,0,1,4,391,236,Region #1,14,,0,0,22.444,0,0,0,25.007,0,,,,,,,,,,,0,0,15.009,0,,,,,1,6,7,no,,,,,,,,,,,,,,,,,I think the purpose was to see how quickly we can grasp things,1,,1,,,1,1,6392NwKkvp,Study1_MoHi10,,38,R_1EaMf4efQU0ZuFk,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,600,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player1-Overestimator: Hey so how many did you think there were?
<br>Player4-Underestimator: what did you guys estimate
<br>Player3-Overestimator: I thought there were 58
<br>Player4-Underestimator: oh lol
<br>Player1-Overestimator: I guessed 40
<br>Player4-Underestimator: 35 for some reason
<br>Player2-Underestimator: 50
<br>Player1-Overestimator: Ok so it's between 35 and 40
<br>Player1-Overestimator: I got overestimator with 40 and you got underestimator with 35
<br>Player4-Underestimator: v true
<br>Player3-Overestimator: yeah I am confused
<br>Player3-Overestimator: how did that happen?
<br>Player1-Overestimator: Well the true number lays between those two guesses
<br>Player2-Underestimator: im an underestimator and guessed 50
<br>Player2-Underestimator: so more than 50
<br>Player4-Underestimator: i think there has to be two of each
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2022-05-09 10:02:06,2022-05-09 10:16:29,0,216.165.95.155,100,863,1,2022-05-09 10:16:29,R_3eeJyStr1vSuWuX,,,,,40.7359,-73.9904,anonymous,EN,1,,0,0,6.647,0,0,0,3.111,0,40,0,0,26.435,0,0,0,26.17,0,5,5,857,221,Region #2,18,,9.531,9.531,21.909,1,0,0,25.01,0,,,,,,,,,,,,,,,,,,,1,1,6,I do not. I believe that it should be up to chance considering we have no other information with which to make an informed decision,,,,,,,,,,,,,0,0,15.108,0,I think it was a morality test that judged people's reactions to a perceived injustice. I think they wanted to know if agitation from the tasks would effect how strongly the participants thought the injustice was,1,,2,I'm distrustful. It's a plant I'm sure.,Nah,1,1,6392NwKkvp,Study1_MoHi10,,38,R_3eeJyStr1vSuWuX,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,600,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player1-Overestimator: Hey so how many did you think there were?
<br>Player4-Underestimator: what did you guys estimate
<br>Player3-Overestimator: I thought there were 58
<br>Player4-Underestimator: oh lol
<br>Player1-Overestimator: I guessed 40
<br>Player4-Underestimator: 35 for some reason
<br>Player2-Underestimator: 50
<br>Player1-Overestimator: Ok so it's between 35 and 40
<br>Player1-Overestimator: I got overestimator with 40 and you got underestimator with 35
<br>Player4-Underestimator: v true
<br>Player3-Overestimator: yeah I am confused
<br>Player3-Overestimator: how did that happen?
<br>Player1-Overestimator: Well the true number lays between those two guesses
<br>Player2-Underestimator: im an underestimator and guessed 50
<br>Player2-Underestimator: so more than 50
<br>Player4-Underestimator: i think there has to be two of each
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2022-05-09 10:01:04,2022-05-09 10:18:10,0,216.165.95.129,100,1026,1,2022-05-09 10:18:10,R_5cE5pqVmWUjPjl7,,,,,40.7359,-73.9904,anonymous,EN,1,,0,0,52.346,0,0,0,3.108,0,50,0,0,5.65,0,0,0,24.798,0,1,3,789,351,Region #2,15,,8.525,17.006,22.261,6,0,0,25.013,0,,,,,,,,,,,0,0,15.006,0,,,,,3,4,10,,,,,,,,,,,,,,,,,,,2,,2,,,1,1,6392NwKkvp,Study1_MoHi10,,38,R_5cE5pqVmWUjPjl7,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,600,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player1-Overestimator: Hey so how many did you think there were?
<br>Player4-Underestimator: what did you guys estimate
<br>Player3-Overestimator: I thought there were 58
<br>Player4-Underestimator: oh lol
<br>Player1-Overestimator: I guessed 40
<br>Player4-Underestimator: 35 for some reason
<br>Player2-Underestimator: 50
<br>Player1-Overestimator: Ok so it's between 35 and 40
<br>Player1-Overestimator: I got overestimator with 40 and you got underestimator with 35
<br>Player4-Underestimator: v true
<br>Player3-Overestimator: yeah I am confused
<br>Player3-Overestimator: how did that happen?
<br>Player1-Overestimator: Well the true number lays between those two guesses
<br>Player2-Underestimator: im an underestimator and guessed 50
<br>Player2-Underestimator: so more than 50
<br>Player4-Underestimator: i think there has to be two of each
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
