StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,participation,Prolific ID
2023-11-29 11:06:31,2023-11-29 11:06:50,IP Address,136.226.84.98,100,18,True,2023-11-29 11:06:50,R_3DhBh5tV1mc0kNb,,,,,41.8874,-87.6318,anonymous,EN,No,65411a1f6893f5f140066412
2023-11-29 11:07:25,2023-11-29 11:08:03,IP Address,199.80.74.68,100,38,True,2023-11-29 11:08:03,R_3HSPZLgJqKdXekB,,,,,29.9813,-90.1663,anonymous,EN,Yes,5bf311373a5bf00001401f64
2023-11-29 11:07:58,2023-11-29 11:08:30,IP Address,24.90.195.243,100,32,True,2023-11-29 11:08:31,R_1C2sTnoWKIVoJug,,,,,40.6643,-73.9763,anonymous,EN,Yes,65674fc6b492a11ed7f10a12
2023-11-29 11:08:25,2023-11-29 11:09:07,IP Address,72.48.32.24,100,42,True,2023-11-29 11:09:08,R_1hWtUmjEF8bgzFE,,,,,31.0682,-97.392,anonymous,EN,,5e3a058510f1a622d69d2881
2023-11-29 11:09:05,2023-11-29 11:09:13,IP Address,74.134.57.50,100,7,True,2023-11-29 11:09:13,R_2YigDUrghBzgoiL,,,,,37.1504,-84.5228,anonymous,EN,Yes,5e2b3e22a8f85318c2429121
2023-11-29 11:08:55,2023-11-29 11:09:13,IP Address,98.113.216.101,100,18,True,2023-11-29 11:09:13,R_1OCbfzDTW1reKo7,,,,,40.8241,-73.8977,anonymous,EN,Yes,5e6f930a8c586155bdfffc4b
2023-11-29 11:09:09,2023-11-29 11:09:32,IP Address,8.41.123.99,100,22,True,2023-11-29 11:09:33,R_s4HLpqqLG3ttbs5,,,,,35.9185,-80.5387,anonymous,EN,Yes,63d081289d7dd844b52e2e48
2023-11-29 11:08:21,2023-11-29 11:09:44,IP Address,71.214.19.63,100,82,True,2023-11-29 11:09:45,R_1pZ4vmJpFHPVsPl,,,,,28.5531,-81.7597,anonymous,EN,Yes,570d22b35e5156000efd8bd5
2023-11-29 11:08:41,2023-11-29 11:09:46,IP Address,97.114.29.73,100,64,True,2023-11-29 11:09:47,R_AHvqi7h1isneVpf,,,,,34.9464,-92.0322,anonymous,EN,Yes,5e07a0898dffa00ff1aaf60f
2023-11-29 11:09:34,2023-11-29 11:10:00,IP Address,45.24.135.84,100,25,True,2023-11-29 11:10:00,R_2R48zY6Y0do8vnX,,,,,33.9482,-83.9944,anonymous,EN,Yes,60c2fa3c3cdfb91887edd7ce
2023-11-29 11:09:57,2023-11-29 11:10:06,IP Address,67.80.94.223,100,9,True,2023-11-29 11:10:06,R_Tc3EGaxVeN6SpHz,,,,,40.8462,-74.7056,anonymous,EN,Yes,5f7a28b8bedcf2112ebd1289
2023-11-29 11:10:01,2023-11-29 11:10:06,IP Address,97.135.77.39,100,5,True,2023-11-29 11:10:06,R_22SsXaQdD6lLPb2,,,,,42.363,-83.3627,anonymous,EN,Yes,5dddfaa2c0823fd714c5babf
2023-11-29 11:09:46,2023-11-29 11:10:17,IP Address,66.69.83.204,100,31,True,2023-11-29 11:10:18,R_3R4xiAOfvtARVrh,,,,,29.4411,-98.4936,anonymous,EN,No,
2023-11-29 11:10:05,2023-11-29 11:10:19,IP Address,174.108.49.77,100,14,True,2023-11-29 11:10:20,R_26foWFi1cU49Eyp,,,,,35.5838,-80.864,anonymous,EN,Yes,5ba4057af0741400010637b9
2023-11-29 11:10:09,2023-11-29 11:10:41,IP Address,108.217.72.81,100,32,True,2023-11-29 11:10:42,R_OxqeKm5uPBVkr8l,,,,,33.781,-118.2622,anonymous,EN,Yes,5b5a822e1ad8270001c4f28d
2023-11-29 11:09:48,2023-11-29 11:10:42,IP Address,172.59.229.145,100,54,True,2023-11-29 11:10:43,R_2qwpI9lO8SS2I7E,,,,,39.7301,-104.9078,anonymous,EN,Yes,5d3a2d1da46f450019cdf5d3
2023-11-29 11:10:28,2023-11-29 11:10:52,IP Address,65.191.46.121,100,24,True,2023-11-29 11:10:53,R_3EoM3t7q7FQk57J,,,,,35.2369,-80.8957,anonymous,EN,Yes,65076c797ee85f5947193819
2023-11-29 11:10:48,2023-11-29 11:11:27,IP Address,71.79.250.10,100,38,True,2023-11-29 11:11:27,R_SPi5UYcvLtyoE7L,,,,,40.0337,-83.1319,anonymous,EN,Yes,60ffef81dfdb4a31c8b546cc
2023-11-29 11:11:28,2023-11-29 11:11:57,IP Address,108.218.30.181,100,28,True,2023-11-29 11:11:57,R_2uIFASZ9X6gcC6w,,,,,33.2339,-96.7981,anonymous,EN,Yes,655f8d7a22964920719a691c
2023-11-29 11:10:48,2023-11-29 11:12:03,IP Address,173.26.223.169,100,75,True,2023-11-29 11:12:04,R_3G1fNWSVzG418DU,,,,,38.9336,-92.363,anonymous,EN,Yes,61623a34b5736a486fb369cb
2023-11-29 11:11:42,2023-11-29 11:12:11,IP Address,68.201.204.125,100,29,True,2023-11-29 11:12:12,R_2YGoKkqSgmpYj7s,,,,,29.7339,-98.0697,anonymous,EN,Yes,64da8e0a6849b221b3db42d5
2023-11-29 11:11:41,2023-11-29 11:12:16,IP Address,65.190.26.67,100,34,True,2023-11-29 11:12:16,R_3hfIcrXO0XNXPPs,,,,,35.7704,-78.6293,anonymous,EN,No,623a4d7294028cfe9638272f
2023-11-29 11:11:56,2023-11-29 11:13:00,IP Address,128.84.126.11,100,63,True,2023-11-29 11:13:00,R_2BypNNCSbtdYJck,,,,,42.4444,-76.4926,anonymous,EN,Yes,56e225c2ec0fdd000641e72d
2023-11-29 11:12:42,2023-11-29 11:13:10,IP Address,107.77.227.124,100,27,True,2023-11-29 11:13:10,R_25RemLeOh8QUvhz,,,,,34.0544,-118.2441,anonymous,EN,Yes,64413c375a0ded04a4e99a3f
2023-11-29 11:12:28,2023-11-29 11:13:33,IP Address,66.108.19.108,100,64,True,2023-11-29 11:13:34,R_2dXzvldeu4OfNi0,,,,,40.7157,-74,anonymous,EN,Yes,63026053812fe400f2929701
2023-11-29 11:13:40,2023-11-29 11:14:01,IP Address,68.41.64.99,100,20,True,2023-11-29 11:14:01,R_3s0vtJaf9kl0GMp,,,,,42.2302,-84.4285,anonymous,EN,Yes,5ddecf14d3ac2affdc8df54c
2023-11-29 11:13:05,2023-11-29 11:14:09,IP Address,216.93.192.203,100,64,True,2023-11-29 11:14:10,R_37tgMDuSfs9QnJf,,,,,38.6283,-121.3307,anonymous,EN,Yes,638b6287a17643211bf19e79
2023-11-29 11:14:05,2023-11-29 11:14:26,IP Address,173.22.187.113,100,21,True,2023-11-29 11:14:26,R_AiGWOnInGgEdqFj,,,,,41.6892,-93.0534,anonymous,EN,Yes,610f5f49fc411832d0f4f51e
2023-11-29 11:14:25,2023-11-29 11:14:32,IP Address,108.45.73.19,100,7,True,2023-11-29 11:14:33,R_2ZKoWc4DZyB7vpy,,,,,38.9893,-77.1586,anonymous,EN,Yes,654ce9e0bf319071c7343511
2023-11-29 11:10:21,2023-11-29 11:14:36,IP Address,172.56.28.117,100,255,True,2023-11-29 11:14:37,R_3O9qJGbYarmGIcp,,,,,40.0558,-75.0773,anonymous,EN,Yes,5f084a7987a3fe028ff65b8a
2023-11-29 11:14:19,2023-11-29 11:14:39,IP Address,68.2.83.228,100,19,True,2023-11-29 11:14:39,R_24N1CDDOlqNsR2m,,,,,33.5645,-111.8901,anonymous,EN,Yes,63c0e1b1ee5ca75f61e3b2e1
2023-11-29 11:14:45,2023-11-29 11:14:57,IP Address,136.32.210.127,100,12,True,2023-11-29 11:14:58,R_1d0I7iLfX7e9gBT,,,,,39.0831,-94.5853,anonymous,EN,Yes,5ed2bb7a67d51b24b2ac4037
2023-11-29 11:14:49,2023-11-29 11:15:09,IP Address,73.208.67.228,100,19,True,2023-11-29 11:15:09,R_SBMJZrqYlVLwgWB,,,,,41.8486,-87.6288,anonymous,EN,Yes,641357b26802e397b5627d5e
2023-11-29 11:14:42,2023-11-29 11:15:09,IP Address,71.221.199.201,100,27,True,2023-11-29 11:15:10,R_1FzDe7AiqiGZYLP,,,,,31.7583,-95.6366,anonymous,EN,No,
2023-11-29 11:14:53,2023-11-29 11:15:21,IP Address,174.161.205.131,100,27,True,2023-11-29 11:15:21,R_12x33GGIChkUIfX,,,,,35.1499,-90.0558,anonymous,EN,Yes,6562a00a9989d4018001bf4b
2023-11-29 11:14:08,2023-11-29 11:15:36,IP Address,50.79.229.26,100,88,True,2023-11-29 11:15:36,R_V3ZZZ0g60UE7jot,,,,,33.2541,-84.2735,anonymous,EN,Yes,6076b4987983e978f6a2753f
2023-11-29 11:14:54,2023-11-29 11:15:42,IP Address,35.146.253.59,100,47,True,2023-11-29 11:15:42,R_Xv3DEHrpc8mAZEt,,,,,32.8179,-96.6319,anonymous,EN,Yes,637b04a69794763b20491590
2023-11-29 11:15:34,2023-11-29 11:15:43,IP Address,65.49.248.149,100,8,True,2023-11-29 11:15:43,R_pKIASBEWWBR8u0p,,,,,42.1894,-85.5716,anonymous,EN,No,5d14de777091ed0015774f0f
2023-11-29 11:15:23,2023-11-29 11:15:50,IP Address,68.50.155.10,100,26,True,2023-11-29 11:15:50,R_2diQxSvdphNudZL,,,,,39.7661,-86.1735,anonymous,EN,Yes,6526246367b37eef371ba914
2023-11-29 11:15:50,2023-11-29 11:16:08,IP Address,136.58.10.56,100,17,True,2023-11-29 11:16:08,R_5aoMp4cvKvy2jJv,,,,,36.1769,-86.7339,anonymous,EN,Yes,5deb05909f631c23193bbffd
2023-11-29 11:15:17,2023-11-29 11:16:08,IP Address,24.167.168.139,100,50,True,2023-11-29 11:16:08,R_1Q5hL3KLz78Aq4I,,,,,36.0761,-79.7811,anonymous,EN,Yes,56f2a49ced0cf600069131cd
2023-11-29 11:14:57,2023-11-29 11:16:11,IP Address,159.235.117.160,100,74,True,2023-11-29 11:16:12,R_A7lxA9gV5PxrECl,,,,,35.6857,-82.021,anonymous,EN,Yes,5fcd9e11d619a5277a200dd5
2023-11-29 11:12:44,2023-11-29 11:16:22,IP Address,73.106.100.181,100,217,True,2023-11-29 11:16:22,R_2YgnMkq6TSp8vT5,,,,,34.2319,-84.1627,anonymous,EN,Yes,63122e37da896974502ddacf
2023-11-29 11:11:50,2023-11-29 11:16:34,IP Address,73.6.126.205,100,283,True,2023-11-29 11:16:35,R_21txihlad7AcV92,,,,,29.9762,-95.6401,anonymous,EN,Yes,60fec795bbdd579247d334db
2023-11-29 11:15:47,2023-11-29 11:17:01,IP Address,68.204.100.115,100,74,True,2023-11-29 11:17:02,R_2qdXWp75ZRBh0cp,,,,,28.2694,-81.4742,anonymous,EN,Yes,5e1bfb604231d840ef7103d8
2023-11-29 11:16:28,2023-11-29 11:17:02,IP Address,68.46.217.97,100,34,True,2023-11-29 11:17:03,R_4UyPsQOHATGqdZn,,,,,39.772,-86.157,anonymous,EN,No,
2023-11-29 11:16:43,2023-11-29 11:17:17,IP Address,73.183.150.156,100,33,True,2023-11-29 11:17:17,R_3oAz8AxfWalzgwX,,,,,29.7738,-95.406,anonymous,EN,Yes,611eb5db46ee495d60b16aae
2023-11-29 11:17:24,2023-11-29 11:17:59,IP Address,24.194.227.189,100,35,True,2023-11-29 11:18:00,R_3h6zxKL8P4CvxMJ,,,,,43.0592,-73.7356,anonymous,EN,Yes,5e59d06dba01301e73cba7d6
2023-11-29 11:17:35,2023-11-29 11:18:01,IP Address,107.197.205.242,100,26,True,2023-11-29 11:18:02,R_rjyCCs2npMn3rVL,,,,,29.7228,-95.4251,anonymous,EN,Yes,615880a66bc32302998866d9
2023-11-29 11:14:45,2023-11-29 11:18:37,IP Address,172.56.28.117,100,232,True,2023-11-29 11:18:37,R_UJtPch7hqaxJcsx,,,,,40.0558,-75.0773,anonymous,EN,Yes,5f6067975552dc000aa21f2a
2023-11-29 11:17:55,2023-11-29 11:18:42,IP Address,71.10.65.122,100,46,True,2023-11-29 11:18:43,R_2s1Qyq0JwIRHNlv,,,,,45.21,-93.6607,anonymous,EN,Yes,5783e984160201000103ece2
2023-11-29 11:18:13,2023-11-29 11:18:51,IP Address,72.199.156.153,100,38,True,2023-11-29 11:18:52,R_1kGFOWKeLVgPnA7,,,,,32.9633,-117.0509,anonymous,EN,Yes,57d0a0bee3221e00015fe385
2023-11-29 11:18:17,2023-11-29 11:18:59,IP Address,71.29.77.125,100,42,True,2023-11-29 11:19:00,R_tXq90Yhy0zbf12F,,,,,31.4559,-82.8564,anonymous,EN,Yes,5d79156e0c89aa0001026dc8
2023-11-29 11:18:19,2023-11-29 11:19:03,IP Address,207.157.110.250,100,43,True,2023-11-29 11:19:03,R_1JEq0QPP43gdl8e,,,,,34.7561,-87.6304,anonymous,EN,Yes,63e551100b466874066088d1
2023-11-29 11:18:07,2023-11-29 11:19:03,IP Address,108.5.196.241,100,55,True,2023-11-29 11:19:03,R_xmb9jD3jhT2ibAJ,,,,,39.9727,-74.2474,anonymous,EN,Yes,5607080ed7def20012b733c3
2023-11-29 11:17:50,2023-11-29 11:19:09,IP Address,66.168.154.34,100,79,True,2023-11-29 11:19:10,R_Wv7Fk9ztRD5BPDX,,,,,36.5246,-87.3465,anonymous,EN,Yes,5c1976c90d57c30001b4162c
2023-11-29 11:18:46,2023-11-29 11:19:10,IP Address,97.158.90.5,100,24,True,2023-11-29 11:19:11,R_27mrZLRChf8xEoB,,,,,32.7797,-96.8022,anonymous,EN,Yes,5cc8f511f24f6c001c1692a9
2023-11-29 11:17:46,2023-11-29 11:19:22,IP Address,98.50.208.38,100,96,True,2023-11-29 11:19:23,R_1opzzFB49of6goa,,,,,34.7346,-92.273,anonymous,EN,Yes,63bc74f63269af3a7bfcec7c
2023-11-29 11:19:02,2023-11-29 11:19:31,IP Address,24.160.99.87,100,28,True,2023-11-29 11:19:31,R_1N99HgSMhH0fieU,,,,,28.2454,-81.2832,anonymous,EN,Yes,6287a355e0dbfe43e55850b7
2023-11-29 11:18:14,2023-11-29 11:19:32,IP Address,107.5.92.102,100,77,True,2023-11-29 11:19:32,R_3Dil2u3Nmp17fs4,,,,,42.3313,-83.4656,anonymous,EN,Yes,60053227125e504142df91e9
2023-11-29 11:18:37,2023-11-29 11:19:48,IP Address,184.83.88.201,100,71,True,2023-11-29 11:19:49,R_25sIWzD76KsaOJE,,,,,43.5235,-96.7385,anonymous,EN,Yes,62865c743c2f320d48ab2912
2023-11-29 11:19:11,2023-11-29 11:19:54,IP Address,159.235.65.238,100,43,True,2023-11-29 11:19:55,R_24zSLiEKfGvxefX,,,,,33.7352,-87.0555,anonymous,EN,Yes,64345edc0fd9813bdd9ef181
2023-11-29 11:19:20,2023-11-29 11:20:12,IP Address,184.186.30.43,100,52,True,2023-11-29 11:20:12,R_2WMxVcJO600Xeex,,,,,29.9734,-90.0885,anonymous,EN,Yes,60ff46f0d588d3f6f641a0ee
2023-11-29 11:18:58,2023-11-29 11:20:17,IP Address,67.190.176.100,100,79,True,2023-11-29 11:20:17,R_3PTucRl2WNkBv9p,,,,,39.8259,-105.0392,anonymous,EN,Yes,61645d805d7b358ed3e052a6
2023-11-29 11:20:12,2023-11-29 11:20:33,IP Address,174.100.1.33,100,20,True,2023-11-29 11:20:33,R_2v7FqT7UtZWJex4,,,,,42.0753,-80.0671,anonymous,EN,Yes,614f6bad672ef7cf5ecfd965
2023-11-29 11:20:08,2023-11-29 11:21:03,IP Address,73.217.226.182,100,54,True,2023-11-29 11:21:04,R_2VaUsgwf7S1O61M,,,,,39.0518,-94.4046,anonymous,EN,Yes,5dfbb9eaae7b308dbf97a681
2023-11-29 11:19:43,2023-11-29 11:21:07,IP Address,76.97.168.94,100,84,True,2023-11-29 11:21:08,R_245YZ3RIpKMJTJM,,,,,33.8231,-84.3258,anonymous,EN,Yes,5fb2cbcafa4c009546a700e2
2023-11-29 11:20:33,2023-11-29 11:21:09,IP Address,72.224.156.192,100,35,True,2023-11-29 11:21:09,R_1M0TIv5VdeYVxBb,,,,,43.0475,-77.094,anonymous,EN,Yes,63480954af4c7db036aa6595
2023-11-29 11:21:19,2023-11-29 11:22:01,IP Address,70.127.67.12,100,42,True,2023-11-29 11:22:01,R_2wzgDKhMP1VVl2c,,,,,28.5651,-82.3755,anonymous,EN,Yes,5be8d4af25507300010dd4e4
2023-11-29 11:21:52,2023-11-29 11:22:07,IP Address,98.186.208.59,100,15,True,2023-11-29 11:22:07,R_UWLPQWRvHLFM0Br,,,,,36.8366,-76.1624,anonymous,EN,No,5a6f60e4efd3a7000120f057
2023-11-29 11:21:54,2023-11-29 11:22:14,IP Address,76.89.121.148,100,19,True,2023-11-29 11:22:14,R_3pssOdwCrKj1FE1,,,,,33.7237,-116.3803,anonymous,EN,Yes,56f0393f3f71990005d0e66d
2023-11-29 11:21:41,2023-11-29 11:22:19,IP Address,69.212.41.46,100,38,True,2023-11-29 11:22:19,R_uw6I6eb4WRG05Vv,,,,,30.4419,-88.8959,anonymous,EN,Yes,652be630d5ccaffb4fa0922b
2023-11-29 11:21:28,2023-11-29 11:22:37,IP Address,73.74.146.107,100,68,True,2023-11-29 11:22:38,R_1fjueqjY9N6IN8d,,,,,42.1643,-88.3124,anonymous,EN,Yes,64456ad3d3e7651a1dad232c
2023-11-29 11:21:39,2023-11-29 11:22:48,IP Address,72.184.246.109,100,69,True,2023-11-29 11:22:48,R_2P1hpjnQWeegFLC,,,,,28.0303,-82.7816,anonymous,EN,Yes,5995be89f9db7d0001895993
2023-11-29 11:22:05,2023-11-29 11:22:59,IP Address,73.21.214.50,100,53,True,2023-11-29 11:22:59,R_3h5EnSEvUrLsLXC,,,,,28.9274,-81.9819,anonymous,EN,Yes,6503144f9a10397111eb3eb9
2023-11-29 11:22:53,2023-11-29 11:23:16,IP Address,172.59.80.92,100,23,True,2023-11-29 11:23:17,R_10Tom0Ob7XnQLnB,,,,,38.2168,-85.7616,anonymous,EN,Yes,5e46aa20caec81000b7d4f93
2023-11-29 11:22:51,2023-11-29 11:23:17,IP Address,208.56.230.4,100,26,True,2023-11-29 11:23:17,R_3iJg9SVvG3j7bKX,,,,,36.2606,-83.1421,anonymous,EN,Yes,631f1b608af38f654d2a3b1f
2023-11-29 11:22:55,2023-11-29 11:24:30,IP Address,98.218.25.37,100,95,True,2023-11-29 11:24:30,R_NWov9gdE2qzy6Bj,,,,,38.7911,-77.5264,anonymous,EN,Yes,5e0b388b15ef4037cebdecc9
2023-11-29 11:23:53,2023-11-29 11:24:52,IP Address,68.43.243.69,100,59,True,2023-11-29 11:24:52,R_12hyFvnGTqLrzXf,,,,,43.0573,-83.7498,anonymous,EN,No,5ec44da606cb7931f04a35e9
2023-11-29 11:25:01,2023-11-29 11:25:14,IP Address,24.88.213.73,100,13,True,2023-11-29 11:25:14,R_1Gy17bLP056Hcoh,,,,,36.0406,-80.26,anonymous,EN,Yes,5a89cc2c000dab00018cbd38
2023-11-29 11:25:11,2023-11-29 11:25:25,IP Address,69.14.129.15,100,14,True,2023-11-29 11:25:25,R_1Tav17cCAd6d6Br,,,,,42.6193,-82.961,anonymous,EN,Yes,5afa19a4f856320001cf920f
2023-11-29 11:24:24,2023-11-29 11:25:30,IP Address,66.116.46.168,100,66,True,2023-11-29 11:25:30,R_2zSHWFwHTugUKq4,,,,,39.2351,-88.8909,anonymous,EN,Yes,581e0aee4182b600017307ea
2023-11-29 11:24:59,2023-11-29 11:25:30,IP Address,174.228.225.68,100,31,True,2023-11-29 11:25:31,R_3RyXolEXc2b6Jlt,,,,,39.8587,-75.0436,anonymous,EN,No,6543aca569d995cdaa741128
2023-11-29 11:24:33,2023-11-29 11:25:31,IP Address,50.86.216.15,100,57,True,2023-11-29 11:25:31,R_33x1Sxj6969udrI,,,,,31.5032,-91.0643,anonymous,EN,Yes,5a64417931b87a0001c6f48b
2023-11-29 11:22:56,2023-11-29 11:25:43,IP Address,96.5.120.250,100,166,True,2023-11-29 11:25:43,R_1gdUVjYxfImOZCg,,,,,39.3248,-76.6062,anonymous,EN,Yes,5f0b25970238fd416ca91f5e
2023-11-29 11:25:29,2023-11-29 11:25:53,IP Address,71.247.35.233,100,24,True,2023-11-29 11:25:54,R_1dyiDaoNi7A8cM9,,,,,40.7106,-73.3284,anonymous,EN,Yes,5acb7b0ae1099600016acdd6
2023-11-29 11:25:18,2023-11-29 11:26:06,IP Address,97.65.135.106,100,47,True,2023-11-29 11:26:06,R_25Znkq8bBHzLqw4,,,,,39.0462,-77.1195,anonymous,EN,Yes,564e93659b124900127eb55b
2023-11-29 11:25:43,2023-11-29 11:26:10,IP Address,173.17.194.251,100,27,True,2023-11-29 11:26:10,R_ZjDuz9Y9HkyQlJ7,,,,,34.8296,-86.7454,anonymous,EN,Yes,61bb392840db417c1a138dbf
2023-11-29 11:26:07,2023-11-29 11:26:24,IP Address,207.228.1.67,100,16,True,2023-11-29 11:26:24,R_2Uf4NH6cjr1Hkw3,,,,,40.9988,-74.4261,anonymous,EN,Yes,60b348a8332d26d4b88be6a1
2023-11-29 11:25:54,2023-11-29 11:26:25,IP Address,108.64.52.123,100,31,True,2023-11-29 11:26:26,R_9tzBctrIaJreuc1,,,,,32.754,-97.1363,anonymous,EN,Yes,5f8b59135303501385e70d35
2023-11-29 11:26:32,2023-11-29 11:26:48,IP Address,50.32.137.134,100,15,True,2023-11-29 11:26:49,R_294bUTZ4aDQ3idu,,,,,41.3472,-75.9854,anonymous,EN,Yes,5d83dba73dfcaa0019a3125f
2023-11-29 11:24:09,2023-11-29 11:27:01,IP Address,63.160.189.120,100,172,True,2023-11-29 11:27:02,R_3325TnnRhK9ZqsW,,,,,39.7503,-75.5453,anonymous,EN,Yes,61549a2caa92d84f392000e9
2023-11-29 11:26:49,2023-11-29 11:27:08,IP Address,174.215.221.31,100,18,True,2023-11-29 11:27:08,R_1jwYmXrvW43qFk0,,,,,42.1126,-75.9305,anonymous,EN,Yes,655b6a0d11066d07716ab0b5
2023-11-29 11:27:22,2023-11-29 11:27:35,IP Address,73.154.246.37,100,12,True,2023-11-29 11:27:35,R_1LGWirCN5IqOZOt,,,,,40.3177,-79.7223,anonymous,EN,Yes,5a5ec648eedc32000142ce86
2023-11-29 11:27:24,2023-11-29 11:27:38,IP Address,50.38.35.145,100,13,True,2023-11-29 11:27:38,R_qFq08UVdD6tiU3D,,,,,45.4407,-122.7792,anonymous,EN,Yes,6430c599f0887cb443f8da9a
2023-11-29 11:26:32,2023-11-29 11:27:49,IP Address,73.8.130.214,100,76,True,2023-11-29 11:27:50,R_2sWFQ8xN8caIboN,,,,,39.7697,-89.6886,anonymous,EN,Yes,5c7070519f9392000150023c
2023-11-29 11:26:31,2023-11-29 11:28:05,IP Address,129.186.192.116,100,94,True,2023-11-29 11:28:06,R_8k1exTO5TxzNMRz,,,,,42.0373,-93.6005,anonymous,EN,Yes,64d90ef50ad4204b1babb416
