StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,Prolific_id,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q167_First Click,Q167_Last Click,Q167_Page Submit,Q167_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q172_First Click,Q172_Last Click,Q172_Page Submit,Q172_Click Count,Q177_First Click,Q177_Last Click,Q177_Page Submit,Q177_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,aid,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-07-31 16:01:44,2023-07-31 16:09:56,0,76.95.5.42,100,491,1,2023-07-31 16:09:56,R_3hceVwLKMMHqMkH,,,,,33.8956,-117.9053,anonymous,EN,1,,1,0,0,14.75,0,0,0,3.206,0,75,0,0,7.065,0,20.932,20.932,21.259,1,1,4,176,71,Region #1,14,3,0,0,9.528,0,0,0,12.511,0,0,0,25.006,0,,,,,,,,,,,,,,,1,4,10,No.,,,,,,,,,,,,,0,0,45.006,0,To see how we interacted with people of a different political party.,1,,1,,1,,,25,1,,7,6,1,1,6392NwKkvp,Study2_MoHiPilot2,,6,R_3hceVwLKMMHqMkH,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: hello
<br>Player4-Republican: Hello
<br>Player3-Democrat: Did everyone do ok on the estimation?
<br>Player2-Republican: lol nope
<br>Player4-Republican: I was an underestimator
<br>Player1-Democrat: I found it difficult to guess how many dots there were. How'd you all feel?
<br>Player2-Republican: same
<br>Player3-Democrat: The same
<br>Player1-Democrat: I was an underestimator too
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:04:03,2023-07-31 16:09:57,0,76.226.176.56,100,354,1,2023-07-31 16:09:57,R_djnLxsjeEcsAe8V,,,,,33.4485,-82.2011,anonymous,EN,1,,1,0,0,280.275,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,11,R_djnLxsjeEcsAe8V,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-07-31 15:59:58,2023-07-31 16:10:21,0,99.162.213.149,100,622,1,2023-07-31 16:10:21,R_3ozHGD4srWOsWaa,,,,,30.2801,-81.4165,anonymous,EN,1,,1,0,0,22.512,0,0,0,3.01,0,65,0,0,41.417,0,0,0,21.343,0,1,4,155,154,Region #1,17,3,0,0,7.264,0,0,0,13.715,0,0,0,25.01,0,,,,,,,,,,,0,0,15.006,0,1,4,10,not really,,,,,,,,,,,,,,,,,I really can't guess assume something about do we think other party followers are fair?,2,it was so quick -it might have been a bot or real people but who knows,1,,1,,,56,2,,7,1,1,1,6392NwKkvp,Study2_MoHiPilot2,,3,R_3ozHGD4srWOsWaa,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: hi all
<br>Player2-Republican: Hello
<br>Player4-Republican: Hello everyone
<br>Player3-Democrat: hi to you all as well - \
<br>Player3-Democrat: oops typos - so talk about the task huh?
<br>Player2-Republican: I guess I am an underestimater
<br>Player4-Republican: It was difficult with different sized dots to estimate
<br>Player3-Democrat: me too
<br>Player2-Republican: Lol
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:08:36,2023-07-31 16:10:22,0,162.83.165.15,100,105,1,2023-07-31 16:10:23,R_308iqPy7P1BCEal,,,,,40.6221,-73.981,anonymous,EN,1,,1,0,0,61.416,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,12,R_308iqPy7P1BCEal,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-07-31 15:59:12,2023-07-31 16:10:27,0,50.4.73.78,100,674,1,2023-07-31 16:10:27,R_1NwQGobHPI5M8d6,,,,,42.5667,-84.8408,anonymous,EN,1,,1,35.996,35.996,36.615,1,0,0,3.007,0,52,0,0,29.996,0,6.269,6.628,27.541,2,1,4,577,340,Region #2,14,3,0,0,10.135,0,0,0,16.436,0,0,0,26.723,0,,,,,,,,,,,0,0,15.007,0,2,2,9,no,,,,,,,,,,,,,,,,,To see how people judge others decisions,1,,1,,1,,no,22,2,,7,2,1,1,6392NwKkvp,Study2_MoHiPilot2,,1,R_1NwQGobHPI5M8d6,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Pure guess
<br>Player1-Democrat: So were y'all understimators or over?
<br>Player3-Democrat: So that over/under category is just BS, right?
<br>Player4-Republican: I think it was too fast to really make a good guess
<br>Player2-Republican: Over!
<br>Player1-Democrat: mine was a guess too, I tended to underestimate so I overcompensated
<br>Player4-Republican: Probably so, felt like a shot in the dark
<br>Player1-Democrat: what did y'all guess
<br>Player3-Democrat: I'm an underestimator, allegedly. Good news for my wife I suppose.
<br>Player4-Republican: I guessed 70
<br>Player3-Democrat: I guessed 46, I had no idea.
<br>Player2-Republican: Lol
<br>Player1-Democrat: I guessed 52
<br>Player4-Republican: haha
<br>Player1-Democrat: it's hard
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:01:44,2023-07-31 16:10:37,0,35.151.17.133,100,533,1,2023-07-31 16:10:38,R_picNbkmN9DFg425,,,,,34.5891,-86.9909,anonymous,EN,1,,1,0,0,53.76,0,0,0,3.007,0,47,0,0,32.318,0,0,0,23.437,0,1,4,153,156,Region #1,15,3,0,0,7.622,0,0,0,16.842,0,0,0,25.007,0,1,17.418,17.418,18.488,1,1,1,3,10,no,,,,,,,,,,,,,,,,,,,,,,,,,To complete either the red or green set of tasks,1,,4,,1,,no,41,2,,7,2,1,1,6392NwKkvp,Study2_MoHiPilot2,,8,R_picNbkmN9DFg425,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: Hi everyone
<br>Player2-Republican: I thought it was more
<br>Player3-Democrat: It was difficult to estimate the circles because of the various sizes.
<br>Player4-Republican: I did not think there was enough time to give a good estimate.
<br>Player3-Democrat: I agree/
<br>Player1-Democrat: I agree
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:01:33,2023-07-31 16:10:45,0,100.8.144.234,100,551,1,2023-07-31 16:10:45,R_27iXxAuAR0sSgd5,,,,,40.4131,-74.2372,anonymous,EN,1,,1,0,0,6.518,0,0,0,3.013,0,55,0,0,2.568,0,0,0,23.543,0,1,4,645,72,Region #2,18,3,0,0,8.588,0,0,0,14.207,0,0,0,25.108,0,,,,,,,,,,,,,,,1,3,10,No,,,,,0,0,45.009,0,,,,,,,,,To see how people felt about other participants and how a task was chosen.,1,,1,,1,,No,19,2,,7,2,1,1,6392NwKkvp,Study2_MoHiPilot2,,6,R_27iXxAuAR0sSgd5,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: hello
<br>Player4-Republican: Hello
<br>Player3-Democrat: Did everyone do ok on the estimation?
<br>Player2-Republican: lol nope
<br>Player4-Republican: I was an underestimator
<br>Player1-Democrat: I found it difficult to guess how many dots there were. How'd you all feel?
<br>Player2-Republican: same
<br>Player3-Democrat: The same
<br>Player1-Democrat: I was an underestimator too
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:01:43,2023-07-31 16:10:45,0,67.80.221.54,100,542,1,2023-07-31 16:10:46,R_3MchaJmAY9CrYGe,,,,,40.6739,-73.9358,anonymous,EN,1,,1,0,0,7.343,0,0,0,3.007,0,550,0,0,112.903,0,7.577,18.172,21.42,2,1,4,781,272,Region #2,14,3,0,0,7.287,0,8.538,8.538,11.344,1,0,0,25.017,0,,,,,,,,,,,0,0,15.011,0,3,3,8,,,,,,,,,,,,,,,,,,Unsure,2,They all chatted at the same time,2,Gut feeling,1,,,34,2,,"7,8",2,1,1,6392NwKkvp,Study2_MoHiPilot2,,5,R_3MchaJmAY9CrYGe,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: Oh I hate estimating the number of dots. I'm not good at it. I went over.
<br>Player2-Republican: i guess it was hard, but idk how many there actually were. i was under.
<br>Player3-Democrat: i am bad at it, i went too low!
<br>Player1-Democrat: I inititally estimated 350 but decided to go with a higher number and i guess I overestimated
<br>Player4-Republican: Yeah I wish they would have told us how far off we were.
<br>Player2-Republican: me too!
<br>Player4-Republican: I said 75 and was told that was too much!
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 15:59:48,2023-07-31 16:10:48,0,50.21.204.185,100,660,1,2023-07-31 16:10:49,R_1mQTIzjLB66M12G,,,,,40.3658,-105.5142,anonymous,EN,1,,1,0,0,22.52,0,0,0,3.007,0,50,0,0,31.739,0,0,0,22.675,0,1,4,,,,15,3,0,0,10.15,0,0,0,19.682,0,0,0,25.009,0,,,,,,,,,,,,,,,2,4,9,I do not,,,,,0,0,45.008,0,,,,,,,,,I truly have no idea,2,"It doesn't seem logical ",2,I do not think any one else was involved,1,,no,55,2,,7,7,1,1,6392NwKkvp,Study2_MoHiPilot2,,3,R_1mQTIzjLB66M12G,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: hi all
<br>Player2-Republican: Hello
<br>Player4-Republican: Hello everyone
<br>Player3-Democrat: hi to you all as well - \
<br>Player3-Democrat: oops typos - so talk about the task huh?
<br>Player2-Republican: I guess I am an underestimater
<br>Player4-Republican: It was difficult with different sized dots to estimate
<br>Player3-Democrat: me too
<br>Player2-Republican: Lol
<br>",,chatLog,,,
2023-07-31 15:59:39,2023-07-31 16:11:05,0,137.27.148.70,100,685,1,2023-07-31 16:11:06,R_12QK9XL5EjPw4MD,,,,,32.7446,-97.3842,anonymous,EN,1,,1,0,0,7.955,0,0,0,3.118,0,70,0,0,25.078,0,16.805,16.805,21.361,1,1,4,596,211,Region #2,14,3,0,0,6.912,0,0,0,88.846,0,0,0,25.148,0,,,,,,,,,,,,,,,2,4,7,I think it's a good way to determine how people would respond in real-world scenarios.,,,,,,,,,0,0,46.086,0,,,,,I think it was to examine biases between Republicans and Democrats.,1,,1,,1,,"Nothing further, thank you.",27,1,,7,7,1,1,6392NwKkvp,Study2_MoHiPilot2,,1,R_12QK9XL5EjPw4MD,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Pure guess
<br>Player1-Democrat: So were y'all understimators or over?
<br>Player3-Democrat: So that over/under category is just BS, right?
<br>Player4-Republican: I think it was too fast to really make a good guess
<br>Player2-Republican: Over!
<br>Player1-Democrat: mine was a guess too, I tended to underestimate so I overcompensated
<br>Player4-Republican: Probably so, felt like a shot in the dark
<br>Player1-Democrat: what did y'all guess
<br>Player3-Democrat: I'm an underestimator, allegedly. Good news for my wife I suppose.
<br>Player4-Republican: I guessed 70
<br>Player3-Democrat: I guessed 46, I had no idea.
<br>Player2-Republican: Lol
<br>Player1-Democrat: I guessed 52
<br>Player4-Republican: haha
<br>Player1-Democrat: it's hard
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:01:20,2023-07-31 16:11:07,0,198.207.210.134,100,587,1,2023-07-31 16:11:08,R_3LimYUG2KM76Zvi,,,,,39.7769,-94.1002,anonymous,EN,1,,1,13.048,14.443,18.097,2,0,0,3.024,0,76,0,0,104.253,0,18.505,18.505,22.174,1,4,3,111,348,Region #1,14,3,0,0,25.32,0,0,0,15.548,0,0,0,25.025,0,,,,,,,,,,,,,,,1,4,10,no,,,,,,,,,,,,,16.992,16.992,46.967,1,to see if people were basing things on politics,1,,2,I think it was just a computer program.,1,,no,32,2,,7,6,1,1,6392NwKkvp,Study2_MoHiPilot2,,5,R_3LimYUG2KM76Zvi,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: Oh I hate estimating the number of dots. I'm not good at it. I went over.
<br>Player2-Republican: i guess it was hard, but idk how many there actually were. i was under.
<br>Player3-Democrat: i am bad at it, i went too low!
<br>Player1-Democrat: I inititally estimated 350 but decided to go with a higher number and i guess I overestimated
<br>Player4-Republican: Yeah I wish they would have told us how far off we were.
<br>Player2-Republican: me too!
<br>Player4-Republican: I said 75 and was told that was too much!
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 15:59:48,2023-07-31 16:11:09,0,75.46.231.17,100,680,1,2023-07-31 16:11:09,R_3jdIyB0gaCoeFwA,,,,,29.7646,-95.3657,anonymous,EN,1,,1,0,0,30.66,0,0,0,3.011,0,158,0,0,23.634,0,0,0,22.455,0,1,4,872,55,Region #2,14,3,0,0,20.552,0,0,0,18.164,0,0,0,25.007,0,,,,,,,,,,,,,,,1,3,10,No,,,,,,,,,,,,,0,0,45.109,0,I think the purpose of this study was perchieved fairness based upon the political party a person belongs to.,1,,1,,1,,No,34,2,,3,6,1,1,6392NwKkvp,Study2_MoHiPilot2,,3,R_3jdIyB0gaCoeFwA,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: hi all
<br>Player2-Republican: Hello
<br>Player4-Republican: Hello everyone
<br>Player3-Democrat: hi to you all as well - \
<br>Player3-Democrat: oops typos - so talk about the task huh?
<br>Player2-Republican: I guess I am an underestimater
<br>Player4-Republican: It was difficult with different sized dots to estimate
<br>Player3-Democrat: me too
<br>Player2-Republican: Lol
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:03:52,2023-07-31 16:11:13,0,47.146.145.209,100,440,1,2023-07-31 16:11:14,R_2wi6ATzNXZhs4M2,,,,,34.4179,-117.3064,anonymous,EN,1,,1,0,0,8.744,0,0,0,3.014,0,75,0,0,0.495,0,20.876,20.876,21.222,1,1,5,408,49,Region #1,15,3,0,0,7.433,0,16.704,16.704,17.562,1,0,0,25.111,0,,,,,,,,,,,0,0,15.116,0,2,2,10,,,,,,,,,,,,,,,,,,how people assign tasks,1,,1,,1,,,43,2,,9,5,1,1,6392NwKkvp,Study2_MoHiPilot2,,9,R_2wi6ATzNXZhs4M2,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player2-Republican: Howdy.
<br>Player4-Republican: What did everyone get?
<br>Player1-Democrat: Hi everyone
<br>Player2-Republican: I overestimated at 50
<br>Player3-Democrat: Hello. Overestimators all?
<br>Player1-Democrat: I guessed 90, which in my case was an underestimate
<br>Player4-Republican: I underestimated I chose 75
<br>Player2-Republican: I guess it's a trick then.
<br>Player3-Democrat: I guessed 500. Maybe we didn't see the same image.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:01:49,2023-07-31 16:11:18,0,174.203.67.169,100,569,1,2023-07-31 16:11:18,R_3PcrEk6YNcBEECM,,,,,30.4509,-91.1563,anonymous,EN,1,,1,0,0,136.914,0,0,0,3.021,0,50,0,0,10.637,0,0,0,22.51,0,1,3,868,54,Region #2,14,3,0,0,6.883,0,0,0,11.502,0,0,0,25.124,0,,,,,,,,,,,,,,,1,3,10,,0,0,45.023,0,,,,,,,,,,,,,A test of biases,1,,1,,1,,,22,1,,7,6,1,1,6392NwKkvp,Study2_MoHiPilot2,,9,R_3PcrEk6YNcBEECM,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player2-Republican: Howdy.
<br>Player4-Republican: What did everyone get?
<br>Player1-Democrat: Hi everyone
<br>Player2-Republican: I overestimated at 50
<br>Player3-Democrat: Hello. Overestimators all?
<br>Player1-Democrat: I guessed 90, which in my case was an underestimate
<br>Player4-Republican: I underestimated I chose 75
<br>Player2-Republican: I guess it's a trick then.
<br>Player3-Democrat: I guessed 500. Maybe we didn't see the same image.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:04:56,2023-07-31 16:11:19,0,66.169.16.238,100,382,1,2023-07-31 16:11:20,R_1CqqHi8ohU0rrpI,,,,,34.8295,-82.5812,anonymous,EN,1,,1,0,0,271.942,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,12,R_1CqqHi8ohU0rrpI,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-07-31 16:01:13,2023-07-31 16:11:21,0,73.145.105.74,100,607,1,2023-07-31 16:11:21,R_1JIxgh8qKbZtRpj,,,,,42.3472,-83.0323,anonymous,EN,1,,1,0,0,18.3,0,0,0,3.016,0,150,0,0,61.975,0,0,0,30.066,0,1,1,696,72,Region #2,15,3,0,0,8.286,0,0,0,12.949,0,0,0,25.01,0,1,5.716,14.941,18.308,3,1,1,4,10,"No, it seems fine/logical. ",,,,,,,,,,,,,,,,,,,,,,,,,"Something regarding political affiliations, I am assuming. I just have no concept of what that may be since I wasn't able to penalize anyone specifically, I was just only able to help myself. ",1,,1,,1,,"Nope, all good",25,1,,7,4,1,1,6392NwKkvp,Study2_MoHiPilot2,,4,R_1JIxgh8qKbZtRpj,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: hello
<br>Player3-Democrat: Hi!
<br>Player2-Republican: Helloo
<br>Player4-Republican: Hey all!
<br>Player3-Democrat: I had a bit of a hard time with estimating.. you guys?
<br>Player1-Democrat: interesting that we're now assigned a political party!
<br>Player1-Democrat: yes i did too
<br>Player2-Republican: apprently I was an overestimator, what about you guys? 
<br>Player1-Democrat: under here
<br>Player3-Democrat: underestimater :P
<br>Player4-Republican: I overestimated lol
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:01:03,2023-07-31 16:11:41,0,47.213.93.137,100,638,1,2023-07-31 16:11:42,R_3iPxKTJffmCcE27,,,,,38.3182,-81.5293,anonymous,EN,1,,1,0,0,96.685,0,0,0,3.006,0,69,0,0,44.525,0,0,0,21.542,0,1,4,598,210,Region #2,17,3,0,0,11.723,0,0,0,11.787,0,0,0,25.008,0,1,2.631,2.631,16.171,1,1,2,2,10,"it was fine, I figured green is the best option",,,,,,,,,,,,,,,,,,,,,,,,,blind choices,1,,1,,1,,cool thanks,36,1,,7,5,1,1,6392NwKkvp,Study2_MoHiPilot2,,8,R_3iPxKTJffmCcE27,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: Hi everyone
<br>Player2-Republican: I thought it was more
<br>Player3-Democrat: It was difficult to estimate the circles because of the various sizes.
<br>Player4-Republican: I did not think there was enough time to give a good estimate.
<br>Player3-Democrat: I agree/
<br>Player1-Democrat: I agree
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
