StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,dem_ingroup1,dem_ingroup2,dem_ingroup3,rep_outgroup1,rep_outgroup2,rep_outgroup3,rep_ingroup1,rep_ingroup2,rep_ingroup3,dem_outgroup1,dem_outgroup2,dem_outgroup3,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,cond1_selection,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,cond2_timing_First Click,cond2_timing_Last Click,cond2_timing_Page Submit,cond2_timing_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),dem3_timing_First Click,dem3_timing_Last Click,dem3_timing_Page Submit,dem3_timing_Click Count,rep4_timing_First Click,rep4_timing_Last Click,rep4_timing_Page Submit,rep4_timing_Click Count,dem1_timing_First Click,dem1_timing_Last Click,dem1_timing_Page Submit,dem1_timing_Click Count,rep2_timing_First Click,rep2_timing_Last Click,rep2_timing_Page Submit,rep2_timing_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,aid,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-09-12 16:08:16,2023-09-12 16:22:07,0,75.233.184.111,100,830,1,2023-09-12 16:22:08,R_1Kx7AbxEUFHefMm,,,,,33.4475,-112.0866,anonymous,EN,1,614e08e61f8e94b302758ab2,1,0,0,11.692,0,0,0,3.12,0,78,0,0,90.171,0,5,6,6,1,1,1,,,,,,,0,0,21.844,0,1,4,774,295,Region #2,14,3,0,0,11.164,0,0,0,15.289,0,0,0,25.016,0,,,,,,,,,,,,,,,1,5,9,,0,0,45.114,0,,,,,,,,,,,,,Something to do with perception of fairness?,2,Their responses came off as prescripted. They did not respond to my questions in a meaningful manner.,2,"After the interactions in the chat, I did not believe I was actually participating with real people.",1,,,26,1,,"4,7",1,1,1,6392NwKkvp,MoHi_Study2,,17,R_1Kx7AbxEUFHefMm,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: How'd you guess your number?
<br>Player4-Republican: It was hard   just did a guess
<br>Player2-Republican: Hi everyone!  I found the dot guessing task to be a little harder than I would've thought!
<br>Player1-Democrat: Right, but did you have any method behind? 
<br>Player3-Democrat: Estimating the number of dots was very difficult.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-09-12 16:12:16,2023-09-12 16:22:14,0,172.58.181.13,100,598,1,2023-09-12 16:22:15,R_2q1LKw9QIohjnSX,,,,,32.8231,-96.9668,anonymous,EN,1,6384e535ba619451063f5223,1,315.953,317.593,363.789,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,20,R_2q1LKw9QIohjnSX,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-09-12 16:06:56,2023-09-12 16:22:23,0,69.201.184.90,100,926,1,2023-09-12 16:22:24,R_299T8FbbgK9kvbz,,,,,40.694,-73.9901,anonymous,EN,1,6361a8a745dd1d5d6f192d36,1,0,0,39.733,0,0,0,3.111,0,65,0,0,1.065,0,,,,,,,6,5,7,3,4,5,0,0,40.78,0,1,4,872,52,Region #2,18,3,0,0,27.483,0,0,0,27.34,0,0,0,25.11,0,1,8.98,8.98,15.853,1,1,1,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,Is about human decision,1,,1,,1,,,31,1,,3,7,1,1,6392NwKkvp,MoHi_Study2,,16,R_299T8FbbgK9kvbz,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: Yoo
<br>Player3-Democrat: Hey
<br>Player2-Republican: I overestimated 
<br>Player4-Republican: Interesting that Political Affiliations are mentioned - I'm assuming this study isn't measuring our ability to count dots :)
<br>Player2-Republican: yeah
<br>Player4-Republican: It feels like a Henry Taijfel - group theory experiment
<br>Player3-Democrat: I underestimated 
<br>Player1-Democrat: Are you real player4? :o
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-09-12 16:00:53,2023-09-12 16:22:35,0,71.136.150.232,100,1302,1,2023-09-12 16:22:36,R_3DoPgCw25gh3Wo1,,,,,35.7598,-83.9699,anonymous,EN,1,63bcf141136313265f65eec9,1,0,0,59.138,0,0,0,3.116,0,35,0,0,46.685,0,,,,,,,7,7,6,1,1,1,0,0,24.143,0,1,4,311,281,Region #1,14,3,0,0,19.236,0,0,0,29.895,0,0,0,25.014,0,,,,,,,,,,,,,,,1,3,9,no,,,,,0,0,45.015,0,,,,,,,,,"I think the purpose of this experiment was done to study how people from different political parties do on different cognitive tasks. ",1,,1,,1,,no,64,2,,7,6,1,1,6392NwKkvp,MoHi_Study2,,13,R_3DoPgCw25gh3Wo1,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player3-Democrat: Y'all over or underestimators? Lol
<br>Player2-Republican: What do you think about being an underestimator?
<br>Player4-Republican: It was hard to guess the amount! I overestimated!
<br>Player1-Democrat: Hi, y'all. How is everyone? I'm an overestimator.
<br>Player2-Republican: I am underministator.
<br>Player3-Democrat: I was an under estimator.
<br>",,chatLog,,,
2023-09-12 15:59:19,2023-09-12 16:23:48,0,69.136.248.6,100,1469,1,2023-09-12 16:23:49,R_1IF9KHHjuvyfyCP,,,,,39.3773,-74.6123,anonymous,EN,1,60079f45348bb62bdcd363ff,1,0,0,103.476,0,0,0,3.114,0,150,0,0,0.427,0,,,,,,,7,6,5,1,1,1,0,0,58.062,0,1,4,94,322,Region #1,16,3,0,0,26.962,0,0,0,117.054,0,0,0,25.121,0,,,,,,,,,,,,,,,3,2,10,,,,,,,,,,0,0,45.008,0,,,,,Fairness with tasks,1,,1,,1,,no,30,2,,7,7,1,1,6392NwKkvp,MoHi_Study2,,10,R_1IF9KHHjuvyfyCP,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player1-Democrat: lol
<br>Player3-Democrat: hey
<br>Player2-Republican: I just guessed
<br>Player3-Democrat: me too
<br>Player4-Republican: hiim an over i guessed 150 u guys?
<br>Player2-Republican: I guessed 100
<br>Player1-Democrat: Nice names
<br> *** Player1-Democrat has left the chat ***
<br>Player3-Democrat: I under estimated
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-09-12 16:24:26,2023-09-12 16:25:11,0,73.232.217.159,100,45,1,2023-09-12 16:25:12,R_3EJPb1M3mylDFft,,,,,29.5422,-95.3212,anonymous,EN,1,633c2576bb250e8f0da2be0a,1,25.275,26.07,27.888,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,21,R_3EJPb1M3mylDFft,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-09-12 16:17:26,2023-09-12 16:25:22,0,69.219.162.88,100,476,1,2023-09-12 16:25:23,R_2V44a9fLsRDpzqt,,,,,40.5585,-122.4139,anonymous,EN,1,5f276d8f38b9f857f5cebf21,1,0,0,403.734,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,21,R_2V44a9fLsRDpzqt,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-09-12 16:23:09,2023-09-12 16:25:23,0,47.208.139.200,100,134,1,2023-09-12 16:25:25,R_1QU2wwjGnMsNgCl,,,,,40.9465,-124.0834,anonymous,EN,1,5eab19e1b72f750cd7413764,1,0,0,91.239,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,21,R_1QU2wwjGnMsNgCl,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-09-12 16:00:11,2023-09-12 16:25:26,0,97.84.144.137,100,1514,1,2023-09-12 16:25:26,R_2BfXiMmtcvD0bnr,,,,,43.4052,-83.9223,anonymous,EN,1,63a92e2605e59f352e566b83,1,0,0,21.865,0,0,0,3.012,0,70,0,0,333.33,0,6,6,5,1,1,1,,,,,,,13.015,20.618,21.75,2,1,4,404,50,Region #1,18,3,0,0,15.237,0,20.317,20.317,22.404,1,0,0,25.025,0,,,,,,,,,,,0,0,45.015,0,1,6,10,I just want to say that that's my luck. I would get the hard task. If I say to turn left we were supposed to turn right it never fails.,,,,,,,,,,,,,,,,,"I have no idea. ",1,,1,,1,,No. Thanks. I do want to know what this was all about.,42,2,,7,2,1,1,6392NwKkvp,MoHi_Study2,,11,R_2BfXiMmtcvD0bnr,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat," *** Warning: Participant Player3-Democrat timed out in stage 1. Survey terminated.",300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player1-Democrat: I suck at estimating
<br>Player1-Democrat: The screen went so fast.
<br>Player2-Republican: Yes it was hard to determine number of dots, the big dots distracted me
<br> *** Player2-Republican has left the chat ***
<br>Player4-Republican: it wasn't so bad for me
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-09-12 16:07:29,2023-09-12 16:25:42,0,174.172.166.218,100,1093,1,2023-09-12 16:25:43,R_Z3mCVgk4Tmwd2IV,,,,,39.211,-76.8362,anonymous,EN,1,5d863f244d401800016ece02,1,0,0,56.298,0,0,0,3.115,0,130,0,0,16.166,0,6,6,6,1,1,1,,,,,,,20.301,20.301,22.633,1,1,4,850,235,Region #2,14,3,0,0,10.506,0,0,0,96.926,0,0,0,25.014,0,,,,,,,,,,,,,,,1,5,8,"No other feedback, lets see what I get :o",0,0,45.008,0,,,,,,,,,,,,,"Hmm, maybe it was to see if the opinion of person who got to assign changed based on their political leaning?",1,,1,,1,,"No, but I was anticipating the assignment lol. This works tho :)",20,1,,3,2,1,1,6392NwKkvp,MoHi_Study2,,16,R_Z3mCVgk4Tmwd2IV,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: Yoo
<br>Player3-Democrat: Hey
<br>Player2-Republican: I overestimated 
<br>Player4-Republican: Interesting that Political Affiliations are mentioned - I'm assuming this study isn't measuring our ability to count dots :)
<br>Player2-Republican: yeah
<br>Player4-Republican: It feels like a Henry Taijfel - group theory experiment
<br>Player3-Democrat: I underestimated 
<br>Player1-Democrat: Are you real player4? :o
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-09-12 16:05:23,2023-09-12 16:29:16,0,99.125.118.63,100,1432,1,2023-09-12 16:29:17,R_bdUdhGOrrIquTxT,,,,,35.9492,-87.2963,anonymous,EN,1,622f7f35376a1f92763ddbe2,1,0,0,21.211,0,0,0,3.016,0,50,0,0,74.406,0,7,7,5,2,4,4,,,,,,,32.487,32.487,36.211,1,1,4,596,216,Region #2,16,3,0,0,22.7,0,31.571,31.571,33.91,1,0,0,25.115,0,,,,,,,,,,,,,,,1,3,9,I do not blame the Republican for choosing a Green Task; I probably would have made the same choice.,,,,,,,,,,,,,0,0,45.018,0,I think it was about how members of one political party would feel about the choice made by a member of the other political party.,1,,1,,1,,I liked the tasks.,61,2,,7,1,1,1,6392NwKkvp,MoHi_Study2,,17,R_bdUdhGOrrIquTxT,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: How'd you guess your number?
<br>Player4-Republican: It was hard   just did a guess
<br>Player2-Republican: Hi everyone!  I found the dot guessing task to be a little harder than I would've thought!
<br>Player1-Democrat: Right, but did you have any method behind? 
<br>Player3-Democrat: Estimating the number of dots was very difficult.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-09-12 16:13:41,2023-09-12 16:29:39,0,208.59.40.47,100,957,1,2023-09-12 16:29:40,R_2Xh4lcxcvZIosXf,,,,,41.8482,-87.6521,anonymous,EN,1,60fd60e7587e4f2e860338b4,1,0,0,7.935,0,0,0,3.006,0,80,40.9,161.218,352.855,2,4,4,4,4,4,4,,,,,,,0,0,54.543,0,1,4,866,233,Region #2,17,3,0,0,20.875,0,0,0,16.292,0,0,0,25.109,0,,,,,,,,,,,,,,,3,4,7,,,,,,0,0,45.109,0,,,,,,,,,"How people view differences in choosing tasks, somehow related to political affiliation",1,,2,"Seemed too predictable for the assumed hypothesis that people would assign themselves the ""easier"" task (however easy is relative because some people may feel they perform better on the red task style questions",1,,No thank you,16,2,,7,3,1,1,6392NwKkvp,MoHi_Study2,,18,R_2Xh4lcxcvZIosXf,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat," *** Warning: Participant Player4-Republican timed out in stage 1. Survey terminated.",300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: It was hard to guess the number of dots
<br>Player3-Democrat: it was somewhat hard to determine the number of dots
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-09-12 16:06:19,2023-09-12 16:30:56,0,47.226.177.217,100,1476,1,2023-09-12 16:30:56,R_ANIgOe8oaRKwHJL,,,,,36.3031,-88.3126,anonymous,EN,1,63f3a28cfd1e4c72993c94f4,1,0,0,13.88,0,0,0,3.113,0,55,0,0,0.432,0,,,,,,,6,6,5,2,2,2,6.32,32.437,97.223,3,1,4,151,72,Region #1,17,3,76.891,116.012,116.863,2,6.399,35.029,38.382,2,0,0,25.014,0,1,9.728,31.573,32.568,3,1,2,6,7,No,,,,,,,,,,,,,,,,,,,,,,,,,"I am really not sure what the purpose was but, I think it might possibly have something to do with how participants assign roles when they are interacting with an actual live chat with the other participants.",1,,1,,1,,"Yes, I really enjoyed participating in this study!",41,2,,7,6,1,1,6392NwKkvp,MoHi_Study2,,17,R_ANIgOe8oaRKwHJL,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: How'd you guess your number?
<br>Player4-Republican: It was hard   just did a guess
<br>Player2-Republican: Hi everyone!  I found the dot guessing task to be a little harder than I would've thought!
<br>Player1-Democrat: Right, but did you have any method behind? 
<br>Player3-Democrat: Estimating the number of dots was very difficult.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-09-12 16:25:35,2023-09-12 16:32:28,0,184.91.90.29,100,413,1,2023-09-12 16:32:29,R_T0MPQjp1nDnZzt7,,,,,28.5978,-81.3024,anonymous,EN,1,6148ea50509c9ce6c1f023c0,1,0,0,360.058,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,22,R_T0MPQjp1nDnZzt7,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-09-12 16:24:10,2023-09-12 16:32:51,0,68.204.203.208,100,520,1,2023-09-12 16:32:52,R_u2nHqVkvwpkPZap,,,,,28.5836,-81.5324,anonymous,EN,1,5df3f24e6aab7c2cf8fe6cbe,1,1.769,1.769,464.759,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,22,R_u2nHqVkvwpkPZap,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-09-12 16:07:47,2023-09-12 16:33:06,0,70.187.57.217,100,1518,1,2023-09-12 16:33:07,R_3Gj4eHBtJJFFZNy,,,,,30.4236,-87.2261,anonymous,EN,1,5bd7971b0aac450001f951aa,1,0,0,286.992,0,0,0,3.112,0,60,0,0,294.704,0,6,6,6,1,1,1,,,,,,,15.329,15.329,22.3,1,1,4,866,54,Region #2,14,3,0,0,10.648,0,16.397,16.397,19.976,1,0,0,25.016,0,,,,,,,,,,,,,,,3,2,10,,,,,,,,,,0,0,45.007,0,,,,,how likely people with the same views will assign others with the same views the easier task,2,"it took too long for the""person"" to begin talking",2,"No, I think the tasks were predetermined",1,,,50,2,,7,2,1,1,6392NwKkvp,MoHi_Study2,,18,R_3Gj4eHBtJJFFZNy,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat," *** Warning: Participant Player4-Republican timed out in stage 1. Survey terminated.",300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: It was hard to guess the number of dots
<br>Player3-Democrat: it was somewhat hard to determine the number of dots
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-09-12 16:55:05,2023-09-12 17:01:32,0,64.188.159.137,100,387,1,2023-09-12 17:01:33,R_dnTxKTemz7APtiF,,,,,40.1597,-75.7862,anonymous,EN,1,5d4254db5b2c430001418a3c,1,53.714,53.714,334.075,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,23,R_dnTxKTemz7APtiF,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-09-12 16:59:27,2023-09-12 17:01:36,0,73.6.21.15,100,128,1,2023-09-12 17:01:36,R_2VEEDJdQIUpIHlV,,,,,29.7646,-95.3657,anonymous,EN,1,63e52250d3c1483ed7be8ed8,1,0,0,62.923,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,23,R_2VEEDJdQIUpIHlV,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-09-12 17:06:18,2023-09-12 17:12:24,0,184.91.90.29,100,365,1,2023-09-12 17:12:25,R_1gFrIbOL5yFC7QI,,,,,28.5978,-81.3024,anonymous,EN,1,6148ea50509c9ce6c1f023c0,1,0,0,340.918,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,25,R_1gFrIbOL5yFC7QI,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-09-12 17:17:33,2023-09-12 17:23:59,0,70.231.69.192,100,385,1,2023-09-12 17:24:00,R_1riTulAhxYwNYzy,,,,,38.6287,-90.1988,anonymous,EN,1,5ac4c730f69e940001d977e1,1,310.331,310.331,344.86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,26,R_1riTulAhxYwNYzy,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-09-12 18:27:58,2023-09-12 18:35:24,0,71.81.175.253,100,446,1,2023-09-12 18:35:25,R_1ITyKrwuXx6cafZ,,,,,47.5079,-122.1773,anonymous,EN,1,5ab9d6b0e734400001d9b76a,1,286.571,350.505,369.879,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,28,R_1ITyKrwuXx6cafZ,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-09-12 18:40:43,2023-09-12 18:47:20,0,65.42.11.246,100,397,1,2023-09-12 18:47:20,R_2zFLotXp7rWHowR,,,,,40.772,-89.6572,anonymous,EN,1,6475368fa8d5b3392676349f,1,0,0,367.208,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,29,R_2zFLotXp7rWHowR,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-09-12 19:16:41,2023-09-12 19:23:09,0,73.8.77.196,100,387,1,2023-09-12 19:23:09,R_1GZAoXBvj5WG2vs,,,,,42.3275,-88.2918,anonymous,EN,1,5f55b2de5c3cb118507479f5,1,312.092,312.092,359.153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,30,R_1GZAoXBvj5WG2vs,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-09-12 20:47:50,2023-09-12 21:01:55,0,72.190.101.117,100,844,1,2023-09-12 21:01:55,R_1DOOCWylzIHdCce,,,,,32.7889,-96.8021,anonymous,EN,1,642ead184d7533ccfd57d888,1,2.557,5.754,656.732,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,MoHi_Study2,,31,R_1DOOCWylzIHdCce,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
