StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q138,Q145,match.timer_First.Click,match.timer_Last.Click,match.timer_Page.Submit,match.timer_Click.Count,Q29_First.Click,Q29_Last.Click,Q29_Page.Submit,Q29_Click.Count,Q28,get.timer_First.Click,get.timer_Last.Click,get.timer_Page.Submit,get.timer_Click.Count,Q60_First.Click,Q60_Last.Click,Q60_Page.Submit,Q60_Click.Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First.Click,Q147_Last.Click,Q147_Page.Submit,Q147_Click.Count,Q55_First.Click,Q55_Last.Click,Q55_Page.Submit,Q55_Click.Count,Q57_First.Click,Q57_Last.Click,Q57_Page.Submit,Q57_Click.Count,Q20,Q100_First.Click,Q100_Last.Click,Q100_Page.Submit,Q100_Click.Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First.Click,Q34_Last.Click,Q34_Page.Submit,Q34_Click.Count,Q140_First.Click,Q140_Last.Click,Q140_Page.Submit,Q140_Click.Count,fairness.new.,fairness,guesstimate.new._1,feedback..new.,Q75_First.Click,Q75_Last.Click,Q75_Page.Submit,Q75_Click.Count,Q76_First.Click,Q76_Last.Click,Q76_Page.Submit,Q76_Click.Count,Q77_First.Click,Q77_Last.Click,Q77_Page.Submit,Q77_Click.Count,Q78_First.Click,Q78_Last.Click,Q78_Page.Submit,Q78_Click.Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create.New.Field.or.Choose.From.Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions,condition,condition.f
2023-06-07T14:39:41Z,2023-06-07T14:52:21Z,0,70.124.40.170,100,759,1,2023-06-07T14:52:21Z,R_3sgEJLKmueL9f2Q,NA,NA,NA,NA,26.2516,-98.2271,anonymous,EN,1,62af84cf60537599236a4a27,1,1,0,0,22.924,0,0,0,3.015,0,120,0,0,62.898,0,5.461,5.461,26.328,1,2,4,839,218,Region #2,16,3,0,0,26.499,0,5.988,5.988,22.331,1,0,0,25.008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5.178,0,1,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.111,0,judging decisions,2,"They are not usually real people in surveys. This one was believable, but I doubt it.",1,NA,1,NA,NA,30,2,NA,147,1,1,1,6392NwKkvp,Study1_MoHi10,NA,100,R_3sgEJLKmueL9f2Q,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player1-Overestimator: hi all
<br>Player3-Overestimator: hi
<br>Player2-Underestimator: hello 
<br>Player4-Underestimator: hi everyone
<br>Player1-Overestimator: what did you think of the estimation task?
<br>Player4-Underestimator: are you an over or underestimator
<br>Player3-Overestimator: I was over
<br>Player2-Underestimator: under
<br>Player1-Overestimator: i kinda just guessed at it
<br>Player4-Underestimator: i thought it was fun, i noticed it seemed true
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,3,ingroup
2023-06-07T14:43:27Z,2023-06-07T14:53:18Z,0,65.60.212.40,100,590,1,2023-06-07T14:53:18Z,R_9t8QWXxDKnw5VM5,NA,NA,NA,NA,39.9914,-83.0034,anonymous,EN,1,5c1c157f77936700018284b7,1,1,0,0,8.482,0,0,0,3.022,0,100,0,0,90.239,0,0,0,21.41,0,5,3,565,315,Region #2,14,3,0,0,8.402,0,0,0,11.405,0,0,0,25.11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.574,0,1,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.014,0,NA,NA,NA,NA,I don't really know,1,NA,1,NA,1,NA,NA,28,2,NA,7,6,1,1,6392NwKkvp,Study1_MoHi10,NA,101,R_9t8QWXxDKnw5VM5,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player4-Underestimator: I found it sort of difficult
<br>Player4-Underestimator: Thus I am now an underestimator.
<br>Player2-Underestimator: I tried to count them even though I knew there wouldn't be enough time
<br>Player4-Underestimator: All hail the estimators. 
<br>Player1-Overestimator: Same here
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,4,outgroup
2023-06-07T14:36:07Z,2023-06-07T14:53:36Z,0,24.61.208.136,100,1048,1,2023-06-07T14:53:36Z,R_2sb8pQ83VglDPlu,NA,NA,NA,NA,41.7599,-72.7574,anonymous,EN,1,62f32d1cd0736183ffe64dc7,1,1,0,0,86.038,0,0,0,3.115,0,100,0,0,0.506,0,0,0,21.343,0,1,4,382,242,Region #1,16,3,0,0,12.429,0,0,0,263.75,0,0,0,25.007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.106,0,0,0,4.19,0,3,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i don't know,1,NA,1,NA,1,NA,NA,13,3,NA,4,2,1,1,6392NwKkvp,Study1_MoHi10,NA,100,R_2sb8pQ83VglDPlu,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player1-Overestimator: hi all
<br>Player3-Overestimator: hi
<br>Player2-Underestimator: hello 
<br>Player4-Underestimator: hi everyone
<br>Player1-Overestimator: what did you think of the estimation task?
<br>Player4-Underestimator: are you an over or underestimator
<br>Player3-Overestimator: I was over
<br>Player2-Underestimator: under
<br>Player1-Overestimator: i kinda just guessed at it
<br>Player4-Underestimator: i thought it was fun, i noticed it seemed true
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,2,other
2023-06-07T14:43:07Z,2023-06-07T14:53:50Z,0,67.181.25.190,100,643,1,2023-06-07T14:53:51Z,R_2Y9CsgDN7gRz9he,NA,NA,NA,NA,38.6967,-121.313,anonymous,EN,1,63d803fe12fac7c6d3d14012,1,1,16.826,16.826,38.728,1,0,0,3.117,0,75,0,0,69.034,0,0,0,21.233,0,1,3,721,261,Region #2,17,3,0,0,7.206,0,0,0,12.276,0,0,0,25.011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.269,0,2,3,10,no,0,0,15.117,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Group loyalty and groupthink,1,NA,1,NA,1,NA,NA,20,1,NA,7,1,1,1,6392NwKkvp,Study1_MoHi10,NA,101,R_2Y9CsgDN7gRz9he,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player4-Underestimator: I found it sort of difficult
<br>Player4-Underestimator: Thus I am now an underestimator.
<br>Player2-Underestimator: I tried to count them even though I knew there wouldn't be enough time
<br>Player4-Underestimator: All hail the estimators. 
<br>Player1-Overestimator: Same here
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,4,outgroup
2023-06-07T14:38:44Z,2023-06-07T14:53:59Z,0,173.63.100.104,100,914,1,2023-06-07T14:53:59Z,R_1DMC24gydqSmvwu,NA,NA,NA,NA,40.8137,-74.1234,anonymous,EN,1,5a25f3d5564bdf0001646007,1,1,0,0,44.215,0,0,0,3.116,0,52,0,0,54.307,0,0,0,35.857,0,1,4,131,211,Region #1,14,3,0,0,44.61,0,0,0,22.897,0,0,0,25.007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.411,0,1,5,9,It will be difficult to get people to select the Randomization option if the tasks are 8 min vs 20 min in length,0,0,15.006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To perceive individual choices, if people would be fair or not, or perceive it as such",1,NA,2,"The font was different in the recording, that's my only tip off.",1,NA,The thought of the 20 min red task stressed me out! You got me good.,22,2,NA,7,3,1,1,6392NwKkvp,Study1_MoHi10,NA,100,R_1DMC24gydqSmvwu,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player1-Overestimator: hi all
<br>Player3-Overestimator: hi
<br>Player2-Underestimator: hello 
<br>Player4-Underestimator: hi everyone
<br>Player1-Overestimator: what did you think of the estimation task?
<br>Player4-Underestimator: are you an over or underestimator
<br>Player3-Overestimator: I was over
<br>Player2-Underestimator: under
<br>Player1-Overestimator: i kinda just guessed at it
<br>Player4-Underestimator: i thought it was fun, i noticed it seemed true
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,3,ingroup
2023-06-07T14:43:54Z,2023-06-07T14:54:04Z,0,24.167.49.116,100,609,1,2023-06-07T14:54:04Z,R_1GHBuNI008zAJFe,NA,NA,NA,NA,26.2823,-98.1825,anonymous,EN,1,631f1b39c8bbf761fd66c863,1,1,0,0,47.018,0,0,0,3.113,0,70,0,0,41.93,0,0,0,25.08,0,1,4,598,212,Region #2,15,3,0,0,12.084,0,0,0,15.992,0,0,0,25.009,0,2,17.395,17.395,19.053,1,NA,1,6,7,No feedback,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,How people make decisions,1,NA,2,I did not see the screen recording,1,NA,No additional comments,15,1,NA,4,2,1,1,6392NwKkvp,Study1_MoHi10,NA,102,R_1GHBuNI008zAJFe,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player4-Underestimator: Hi
<br>Player1-Overestimator: it was pretty hard cause i kept looking at the top and bottom 
<br>Player1-Overestimator: hello
<br>Player3-Overestimator: hlw
<br>Player2-Underestimator: It only gave us like 5 seconds
<br>Player1-Overestimator: yeah exactly
<br>Player4-Underestimator: i only really focused on a corner of the image lol
<br>Player3-Overestimator: Yes it's hard
<br>Player4-Underestimator: yeah it went by so fast
<br>Player1-Overestimator: the big dots too messed me up
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,1,self
2023-06-07T14:40:17Z,2023-06-07T14:55:24Z,0,174.45.135.136,100,907,1,2023-06-07T14:55:25Z,R_2EuHq5JBGIvtyZz,NA,NA,NA,NA,41.3053,-105.5899,anonymous,EN,1,60fd7f2e69e5a781cb3ef542,1,1,0,0,192.499,0,0,0,3.014,0,40,0,0,88.314,0,0,0,23.567,0,1,4,573,348,Region #2,15,3,9.059,9.059,9.885,1,0,0,28.283,0,0,0,25.131,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.117,0,0,0,4.728,0,3,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To see if people will believe what they are told during experiments.,2,Any part of that could've been made up and I can't believe there would be people filling out the exact same survey as me at the same time.,2,It just didn't seem like a person who's actually filling out one of these surveys would behave.,1,NA,NA,14,2,NA,7,1,1,1,6392NwKkvp,Study1_MoHi10,NA,101,R_2EuHq5JBGIvtyZz,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player4-Underestimator: I found it sort of difficult
<br>Player4-Underestimator: Thus I am now an underestimator.
<br>Player2-Underestimator: I tried to count them even though I knew there wouldn't be enough time
<br>Player4-Underestimator: All hail the estimators. 
<br>Player1-Overestimator: Same here
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,2,other
2023-06-07T14:44:16Z,2023-06-07T14:55:49Z,0,75.216.129.97,100,693,1,2023-06-07T14:55:51Z,R_3iFpR5P47WwzrhV,NA,NA,NA,NA,37.751,-97.822,anonymous,EN,1,5fc2a5c0ddfca10169395662,1,1,0,0,9.936,0,0,0,3.016,0,75,0,0,39.778,0,0,0,21.669,0,1,4,869,54,Region #2,14,3,0,0,7.932,0,0,0,19.563,0,2.368,2.368,25.114,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7.225,0,2,3,8,N/A,NA,NA,NA,NA,0,0,15.109,0,NA,NA,NA,NA,NA,NA,NA,NA,To see if individuals would assign themselves an easier task than someone else,1,NA,1,NA,1,NA,N/A,33,2,NA,7,2,1,1,6392NwKkvp,Study1_MoHi10,NA,102,R_3iFpR5P47WwzrhV,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player4-Underestimator: Hi
<br>Player1-Overestimator: it was pretty hard cause i kept looking at the top and bottom 
<br>Player1-Overestimator: hello
<br>Player3-Overestimator: hlw
<br>Player2-Underestimator: It only gave us like 5 seconds
<br>Player1-Overestimator: yeah exactly
<br>Player4-Underestimator: i only really focused on a corner of the image lol
<br>Player3-Overestimator: Yes it's hard
<br>Player4-Underestimator: yeah it went by so fast
<br>Player1-Overestimator: the big dots too messed me up
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,3,ingroup
2023-06-07T14:43:07Z,2023-06-07T14:57:03Z,0,47.151.3.110,100,836,1,2023-06-07T14:57:04Z,R_3oYh9LWnURA1EKd,NA,NA,NA,NA,33.7518,-117.9932,anonymous,EN,1,5c947ee4cde5b30001d2d4d0,1,1,0,0,47.624,0,0,0,3.119,0,110,0,0,53.436,0,0,0,27.583,0,1,4,155,156,Region #1,15,3,0,0,7.398,0,0,0,12.252,0,0,0,25.008,0,2,7.371,7.371,17.478,1,NA,2,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,to see if people choose an easier task or leave it to others,1,NA,1,NA,1,NA,NA,14,2,NA,2,3,1,1,6392NwKkvp,Study1_MoHi10,NA,102,R_3oYh9LWnURA1EKd,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player4-Underestimator: Hi
<br>Player1-Overestimator: it was pretty hard cause i kept looking at the top and bottom 
<br>Player1-Overestimator: hello
<br>Player3-Overestimator: hlw
<br>Player2-Underestimator: It only gave us like 5 seconds
<br>Player1-Overestimator: yeah exactly
<br>Player4-Underestimator: i only really focused on a corner of the image lol
<br>Player3-Overestimator: Yes it's hard
<br>Player4-Underestimator: yeah it went by so fast
<br>Player1-Overestimator: the big dots too messed me up
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,1,self
2023-06-07T14:42:10Z,2023-06-07T14:58:51Z,0,104.11.112.81,100,1000,1,2023-06-07T14:58:52Z,R_qF00KrqRlMJ0MOl,NA,NA,NA,NA,29.7646,-95.3657,anonymous,EN,1,5c17a9fbfeaf2c0001c4b19a,1,1,0,0,51.124,0,0,0,3.008,0,50,0,0,0.673,0,0,0,24.511,0,1,4,438,300,Region #1,17,3,0,0,20.347,0,0,0,21.056,0,0,0,25.11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.479,0,1,6,8,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.006,0,NA,NA,NA,NA,ore about how people perform mental rotation tasks,1,NA,1,NA,1,NA,No,20,1,NA,7,6,1,1,6392NwKkvp,Study1_MoHi10,NA,102,R_qF00KrqRlMJ0MOl,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player4-Underestimator: Hi
<br>Player1-Overestimator: it was pretty hard cause i kept looking at the top and bottom 
<br>Player1-Overestimator: hello
<br>Player3-Overestimator: hlw
<br>Player2-Underestimator: It only gave us like 5 seconds
<br>Player1-Overestimator: yeah exactly
<br>Player4-Underestimator: i only really focused on a corner of the image lol
<br>Player3-Overestimator: Yes it's hard
<br>Player4-Underestimator: yeah it went by so fast
<br>Player1-Overestimator: the big dots too messed me up
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,3,ingroup
2023-06-07T14:44:31Z,2023-06-07T14:58:59Z,0,73.170.233.216,100,868,1,2023-06-07T14:59:00Z,R_We1OIgwxWR1dCg1,NA,NA,NA,NA,37.3083,-121.9643,anonymous,EN,1,5bf5f40635087500014257fe,1,1,0,0,145.346,0,0,0,3.013,0,57,0,0,247.85,0,0,0,21.377,0,1,2,861,231,Region #2,15,3,0,0,7.976,0,0,0,15.294,0,0,0,25.011,0,1,9.778,9.778,16.351,1,1,2,5,10,no.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"too many confusing things, not sure.",2,no one answered or talked.,2,i was the one selecting,1,NA,no.,31,2,NA,7,4,1,1,6392NwKkvp,Study1_MoHi10,NA,103,R_We1OIgwxWR1dCg1,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player4-Underestimator: I just did a cursory count of how many dots were in an approximate area and multiplied it. 
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,1,self
2023-06-07T14:51:14Z,2023-06-07T15:00:36Z,0,73.170.172.47,100,562,1,2023-06-07T15:00:37Z,R_24oTAuasQSNtaO3,NA,NA,NA,NA,36.9689,-121.9903,anonymous,EN,1,5e69ce2076c4680330657fd6,1,1,0,0,8.355,0,0,0,3.113,0,70,0,0,76.125,0,0,0,21.195,0,1,4,770,290,Region #2,15,3,0,0,7.228,0,0,0,11.088,0,0,0,25.051,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.726,0,1,3,10,no,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.01,0,NA,NA,NA,NA,To see if people will choose the easier tasks with shorter time commitments for themselves,1,NA,1,NA,1,NA,no,24,2,NA,7,2,1,1,6392NwKkvp,Study1_MoHi10,NA,104,R_24oTAuasQSNtaO3,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player1-Overestimator: HI
<br>Player1-Overestimator: Hi
<br>Player3-Overestimator: hello!
<br>Player2-Underestimator: I am always bad at stuff like this. I had no idea how many dots there were.
<br>Player4-Underestimator: Hi! It was hard to estimate
<br>Player3-Overestimator: I thought it was especially hard because we were given so little time to look at the picture
<br>Player1-Overestimator: Welcome to the group.
<br>Player2-Underestimator: I agree. All the dots were diff sizes too!
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,4,outgroup
2023-06-07T14:39:08Z,2023-06-07T15:00:44Z,0,172.56.161.93,100,1296,1,2023-06-07T15:00:45Z,R_24bG6IZWs6KmP73,NA,NA,NA,NA,40.6713,-73.8943,anonymous,EN,1,6364da160ffd7c90bbfce4e3,1,1,0,0,221.485,0,0,0,3.016,0,50,0,0,1.514,0,0,0,53.928,0,1,4,558,340,Region #2,15,3,0,0,13.283,0,23.778,23.778,33.264,1,0,0,25.116,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.116,0,0,0,7.736,0,3,6,6,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cognitive Tasks,1,NA,1,NA,1,NA,none,29,1,NA,3,7,1,1,6392NwKkvp,Study1_MoHi10,NA,101,R_24bG6IZWs6KmP73,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,NA,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player4-Underestimator: I found it sort of difficult
<br>Player4-Underestimator: Thus I am now an underestimator.
<br>Player2-Underestimator: I tried to count them even though I knew there wouldn't be enough time
<br>Player4-Underestimator: All hail the estimators. 
<br>Player1-Overestimator: Same here
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",NA,chatLog,NA,NA,NA,2,other
