StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q145,match.timer_First.Click,match.timer_Last.Click,match.timer_Page.Submit,match.timer_Click.Count,Q29_First.Click,Q29_Last.Click,Q29_Page.Submit,Q29_Click.Count,Q28,get.timer_First.Click,get.timer_Last.Click,get.timer_Page.Submit,get.timer_Click.Count,dem_ingroup1,dem_ingroup2,dem_ingroup3,rep_outgroup1,rep_outgroup2,rep_outgroup3,rep_ingroup1,rep_ingroup2,rep_ingroup3,dem_outgroup1,dem_outgroup2,dem_outgroup3,Q60_First.Click,Q60_Last.Click,Q60_Page.Submit,Q60_Click.Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First.Click,Q147_Last.Click,Q147_Page.Submit,Q147_Click.Count,Q55_First.Click,Q55_Last.Click,Q55_Page.Submit,Q55_Click.Count,Q57_First.Click,Q57_Last.Click,Q57_Page.Submit,Q57_Click.Count,cond1_selection,Q100_First.Click,Q100_Last.Click,Q100_Page.Submit,Q100_Click.Count,Q84,Q141,Q142,Q143_1,Q144,cond2_timing_First.Click,cond2_timing_Last.Click,cond2_timing_Page.Submit,cond2_timing_Click.Count,fairness.new.,fairness,guesstimate.new._1,feedback..new.,dem3_timing_First.Click,dem3_timing_Last.Click,dem3_timing_Page.Submit,dem3_timing_Click.Count,rep4_timing_First.Click,rep4_timing_Last.Click,rep4_timing_Page.Submit,rep4_timing_Click.Count,dem1_timing_First.Click,dem1_timing_Last.Click,dem1_timing_Page.Submit,dem1_timing_Click.Count,rep2_timing_First.Click,rep2_timing_Last.Click,rep2_timing_Page.Submit,rep2_timing_Click.Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create.New.Field.or.Choose.From.Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,aid,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions,condition,condition.f,CI_difference_dems,CI_difference_reps,full_fairness
2023-09-12T16:00:22Z,2023-09-12T16:21:53Z,0,97.134.81.254,100,1290,1,2023-09-12T16:21:53Z,R_3OkUnWwWvzXv7Md,NA,NA,NA,NA,34.0544,-118.2441,anonymous,EN,1,5eeaff28cf5da71d691ef212,1,0,0,96.993,0,0,0,3.008,0,60,351.138,351.138,361.228,1,NA,NA,NA,NA,NA,NA,6,7,7,2,1,2,0,0,23.333,0,5,3,410,52,Region #1,15,3,0,0,11.024,0,0,0,24.376,0,0,0,25.006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,10,n/a,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45.106,0,NA,NA,NA,NA,If we believe someone of a different political affiliation is competent or not based on their actions,2,"in the section where I was asked to talk to my teammates, their responses seemed robotic and pre-typed",2,the person who was a democrat on chosen and that seemed fishy to me,1,NA,n/a,16,1,NA,2,6,1,1,6392NwKkvp,MoHi_Study2,NA,11,R_3OkUnWwWvzXv7Md,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,*** Warning: Participant Player3-Democrat timed out in stage 1. Survey terminated.,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player1-Democrat: I suck at estimating
<br>Player1-Democrat: The screen went so fast.
<br>Player2-Republican: Yes it was hard to determine number of dots, the big dots distracted me
<br> *** Player2-Republican has left the chat ***
<br>Player4-Republican: it wasn't so bad for me
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",NA,chatLog,NA,NA,NA,4,outgroup,NA,5,3
2023-09-12T16:08:16Z,2023-09-12T16:22:07Z,0,75.233.184.111,100,830,1,2023-09-12T16:22:08Z,R_1Kx7AbxEUFHefMm,NA,NA,NA,NA,33.4475,-112.0866,anonymous,EN,1,614e08e61f8e94b302758ab2,1,0,0,11.692,0,0,0,3.12,0,78,0,0,90.171,0,5,6,6,1,1,1,NA,NA,NA,NA,NA,NA,0,0,21.844,0,1,4,774,295,Region #2,14,3,0,0,11.164,0,0,0,15.289,0,0,0,25.016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,9,NA,0,0,45.114,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Something to do with perception of fairness?,2,Their responses came off as prescripted. They did not respond to my questions in a meaningful manner.,2,"After the interactions in the chat, I did not believe I was actually participating with real people.",1,NA,NA,26,1,NA,47,1,1,1,6392NwKkvp,MoHi_Study2,NA,17,R_1Kx7AbxEUFHefMm,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: How'd you guess your number?
<br>Player4-Republican: It was hard   just did a guess
<br>Player2-Republican: Hi everyone!  I found the dot guessing task to be a little harder than I would've thought!
<br>Player1-Democrat: Right, but did you have any method behind? 
<br>Player3-Democrat: Estimating the number of dots was very difficult.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",NA,chatLog,NA,NA,NA,3,ingroup,4.666666666666667,NA,5
2023-09-12T16:06:56Z,2023-09-12T16:22:23Z,0,69.201.184.90,100,926,1,2023-09-12T16:22:24Z,R_299T8FbbgK9kvbz,NA,NA,NA,NA,40.694,-73.9901,anonymous,EN,1,6361a8a745dd1d5d6f192d36,1,0,0,39.733,0,0,0,3.111,0,65,0,0,1.065,0,NA,NA,NA,NA,NA,NA,6,5,7,3,4,5,0,0,40.78,0,1,4,872,52,Region #2,18,3,0,0,27.483,0,0,0,27.34,0,0,0,25.11,0,1,8.98,8.98,15.853,1,1,1,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Is about human decision,1,NA,1,NA,1,NA,NA,31,1,NA,3,7,1,1,6392NwKkvp,MoHi_Study2,NA,16,R_299T8FbbgK9kvbz,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: Yoo
<br>Player3-Democrat: Hey
<br>Player2-Republican: I overestimated 
<br>Player4-Republican: Interesting that Political Affiliations are mentioned - I'm assuming this study isn't measuring our ability to count dots :)
<br>Player2-Republican: yeah
<br>Player4-Republican: It feels like a Henry Taijfel - group theory experiment
<br>Player3-Democrat: I underestimated 
<br>Player1-Democrat: Are you real player4? :o
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",NA,chatLog,NA,NA,NA,1,self,NA,2,5
2023-09-12T16:00:53Z,2023-09-12T16:22:35Z,0,71.136.150.232,100,1302,1,2023-09-12T16:22:36Z,R_3DoPgCw25gh3Wo1,NA,NA,NA,NA,35.7598,-83.9699,anonymous,EN,1,63bcf141136313265f65eec9,1,0,0,59.138,0,0,0,3.116,0,35,0,0,46.685,0,NA,NA,NA,NA,NA,NA,7,7,6,1,1,1,0,0,24.143,0,1,4,311,281,Region #1,14,3,0,0,19.236,0,0,0,29.895,0,0,0,25.014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,9,no,NA,NA,NA,NA,0,0,45.015,0,NA,NA,NA,NA,NA,NA,NA,NA,I think the purpose of this experiment was done to study how people from different political parties do on different cognitive tasks.,1,NA,1,NA,1,NA,no,64,2,NA,7,6,1,1,6392NwKkvp,MoHi_Study2,NA,13,R_3DoPgCw25gh3Wo1,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player3-Democrat: Y'all over or underestimators? Lol
<br>Player2-Republican: What do you think about being an underestimator?
<br>Player4-Republican: It was hard to guess the amount! I overestimated!
<br>Player1-Democrat: Hi, y'all. How is everyone? I'm an overestimator.
<br>Player2-Republican: I am underministator.
<br>Player3-Democrat: I was an under estimator.
<br>",NA,chatLog,NA,NA,NA,3,ingroup,NA,5.666666666666667,3
2023-09-12T15:59:19Z,2023-09-12T16:23:48Z,0,69.136.248.6,100,1469,1,2023-09-12T16:23:49Z,R_1IF9KHHjuvyfyCP,NA,NA,NA,NA,39.3773,-74.6123,anonymous,EN,1,60079f45348bb62bdcd363ff,1,0,0,103.476,0,0,0,3.114,0,150,0,0,0.427,0,NA,NA,NA,NA,NA,NA,7,6,5,1,1,1,0,0,58.062,0,1,4,94,322,Region #1,16,3,0,0,26.962,0,0,0,117.054,0,0,0,25.121,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45.008,0,NA,NA,NA,NA,Fairness with tasks,1,NA,1,NA,1,NA,no,30,2,NA,7,7,1,1,6392NwKkvp,MoHi_Study2,NA,10,R_1IF9KHHjuvyfyCP,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player1-Democrat: lol
<br>Player3-Democrat: hey
<br>Player2-Republican: I just guessed
<br>Player3-Democrat: me too
<br>Player4-Republican: hiim an over i guessed 150 u guys?
<br>Player2-Republican: I guessed 100
<br>Player1-Democrat: Nice names
<br> *** Player1-Democrat has left the chat ***
<br>Player3-Democrat: I under estimated
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",NA,chatLog,NA,NA,NA,4,outgroup,NA,5,2
2023-09-12T16:00:11Z,2023-09-12T16:25:26Z,0,97.84.144.137,100,1514,1,2023-09-12T16:25:26Z,R_2BfXiMmtcvD0bnr,NA,NA,NA,NA,43.4052,-83.9223,anonymous,EN,1,63a92e2605e59f352e566b83,1,0,0,21.865,0,0,0,3.012,0,70,0,0,333.33,0,6,6,5,1,1,1,NA,NA,NA,NA,NA,NA,13.015,20.618,21.75,2,1,4,404,50,Region #1,18,3,0,0,15.237,0,20.317,20.317,22.404,1,0,0,25.025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45.015,0,1,6,10,I just want to say that that's my luck. I would get the hard task. If I say to turn left we were supposed to turn right it never fails.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I have no idea.,1,NA,1,NA,1,NA,No. Thanks. I do want to know what this was all about.,42,2,NA,7,2,1,1,6392NwKkvp,MoHi_Study2,NA,11,R_2BfXiMmtcvD0bnr,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,*** Warning: Participant Player3-Democrat timed out in stage 1. Survey terminated.,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player1-Democrat: I suck at estimating
<br>Player1-Democrat: The screen went so fast.
<br>Player2-Republican: Yes it was hard to determine number of dots, the big dots distracted me
<br> *** Player2-Republican has left the chat ***
<br>Player4-Republican: it wasn't so bad for me
<br> *** Player1-Democrat has left the chat ***
<br>",NA,chatLog,NA,NA,NA,2,other,4.666666666666667,NA,6
2023-09-12T16:07:29Z,2023-09-12T16:25:42Z,0,174.172.166.218,100,1093,1,2023-09-12T16:25:43Z,R_Z3mCVgk4Tmwd2IV,NA,NA,NA,NA,39.211,-76.8362,anonymous,EN,1,5d863f244d401800016ece02,1,0,0,56.298,0,0,0,3.115,0,130,0,0,16.166,0,6,6,6,1,1,1,NA,NA,NA,NA,NA,NA,20.301,20.301,22.633,1,1,4,850,235,Region #2,14,3,0,0,10.506,0,0,0,96.926,0,0,0,25.014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,8,"No other feedback, lets see what I get :o",0,0,45.008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hmm, maybe it was to see if the opinion of person who got to assign changed based on their political leaning?",1,NA,1,NA,1,NA,"No, but I was anticipating the assignment lol. This works tho :)",20,1,NA,3,2,1,1,6392NwKkvp,MoHi_Study2,NA,16,R_Z3mCVgk4Tmwd2IV,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: Yoo
<br>Player3-Democrat: Hey
<br>Player2-Republican: I overestimated 
<br>Player4-Republican: Interesting that Political Affiliations are mentioned - I'm assuming this study isn't measuring our ability to count dots :)
<br>Player2-Republican: yeah
<br>Player4-Republican: It feels like a Henry Taijfel - group theory experiment
<br>Player3-Democrat: I underestimated 
<br>Player1-Democrat: Are you real player4? :o
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",NA,chatLog,NA,NA,NA,3,ingroup,5,NA,5
2023-09-12T16:05:23Z,2023-09-12T16:29:16Z,0,99.125.118.63,100,1432,1,2023-09-12T16:29:17Z,R_bdUdhGOrrIquTxT,NA,NA,NA,NA,35.9492,-87.2963,anonymous,EN,1,622f7f35376a1f92763ddbe2,1,0,0,21.211,0,0,0,3.016,0,50,0,0,74.406,0,7,7,5,2,4,4,NA,NA,NA,NA,NA,NA,32.487,32.487,36.211,1,1,4,596,216,Region #2,16,3,0,0,22.7,0,31.571,31.571,33.91,1,0,0,25.115,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,9,I do not blame the Republican for choosing a Green Task; I probably would have made the same choice.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45.018,0,I think it was about how members of one political party would feel about the choice made by a member of the other political party.,1,NA,1,NA,1,NA,I liked the tasks.,61,2,NA,7,1,1,1,6392NwKkvp,MoHi_Study2,NA,17,R_bdUdhGOrrIquTxT,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: How'd you guess your number?
<br>Player4-Republican: It was hard   just did a guess
<br>Player2-Republican: Hi everyone!  I found the dot guessing task to be a little harder than I would've thought!
<br>Player1-Democrat: Right, but did you have any method behind? 
<br>Player3-Democrat: Estimating the number of dots was very difficult.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",NA,chatLog,NA,NA,NA,4,outgroup,3,NA,3
2023-09-12T16:13:41Z,2023-09-12T16:29:39Z,0,208.59.40.47,100,957,1,2023-09-12T16:29:40Z,R_2Xh4lcxcvZIosXf,NA,NA,NA,NA,41.8482,-87.6521,anonymous,EN,1,60fd60e7587e4f2e860338b4,1,0,0,7.935,0,0,0,3.006,0,80,40.9,161.218,352.855,2,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,0,0,54.543,0,1,4,866,233,Region #2,17,3,0,0,20.875,0,0,0,16.292,0,0,0,25.109,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,7,NA,NA,NA,NA,NA,0,0,45.109,0,NA,NA,NA,NA,NA,NA,NA,NA,"How people view differences in choosing tasks, somehow related to political affiliation",1,NA,2,"Seemed too predictable for the assumed hypothesis that people would assign themselves the ""easier"" task (however easy is relative because some people may feel they perform better on the red task style questions",1,NA,No thank you,16,2,NA,7,3,1,1,6392NwKkvp,MoHi_Study2,NA,18,R_2Xh4lcxcvZIosXf,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,*** Warning: Participant Player4-Republican timed out in stage 1. Survey terminated.,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: It was hard to guess the number of dots
<br>Player3-Democrat: it was somewhat hard to determine the number of dots
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",NA,chatLog,NA,NA,NA,4,outgroup,0,NA,4
2023-09-12T16:06:19Z,2023-09-12T16:30:56Z,0,47.226.177.217,100,1476,1,2023-09-12T16:30:56Z,R_ANIgOe8oaRKwHJL,NA,NA,NA,NA,36.3031,-88.3126,anonymous,EN,1,63f3a28cfd1e4c72993c94f4,1,0,0,13.88,0,0,0,3.113,0,55,0,0,0.432,0,NA,NA,NA,NA,NA,NA,6,6,5,2,2,2,6.32,32.437,97.223,3,1,4,151,72,Region #1,17,3,76.891,116.012,116.863,2,6.399,35.029,38.382,2,0,0,25.014,0,1,9.728,31.573,32.568,3,1,2,6,7,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I am really not sure what the purpose was but, I think it might possibly have something to do with how participants assign roles when they are interacting with an actual live chat with the other participants.",1,NA,1,NA,1,NA,"Yes, I really enjoyed participating in this study!",41,2,NA,7,6,1,1,6392NwKkvp,MoHi_Study2,NA,17,R_ANIgOe8oaRKwHJL,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: How'd you guess your number?
<br>Player4-Republican: It was hard   just did a guess
<br>Player2-Republican: Hi everyone!  I found the dot guessing task to be a little harder than I would've thought!
<br>Player1-Democrat: Right, but did you have any method behind? 
<br>Player3-Democrat: Estimating the number of dots was very difficult.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",NA,chatLog,NA,NA,NA,1,self,NA,3.6666666666666665,6
2023-09-12T16:07:47Z,2023-09-12T16:33:06Z,0,70.187.57.217,100,1518,1,2023-09-12T16:33:07Z,R_3Gj4eHBtJJFFZNy,NA,NA,NA,NA,30.4236,-87.2261,anonymous,EN,1,5bd7971b0aac450001f951aa,1,0,0,286.992,0,0,0,3.112,0,60,0,0,294.704,0,6,6,6,1,1,1,NA,NA,NA,NA,NA,NA,15.329,15.329,22.3,1,1,4,866,54,Region #2,14,3,0,0,10.648,0,16.397,16.397,19.976,1,0,0,25.016,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45.007,0,NA,NA,NA,NA,how likely people with the same views will assign others with the same views the easier task,2,"it took too long for the""person"" to begin talking",2,"No, I think the tasks were predetermined",1,NA,NA,50,2,NA,7,2,1,1,6392NwKkvp,MoHi_Study2,NA,18,R_3Gj4eHBtJJFFZNy,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,*** Warning: Participant Player4-Republican timed out in stage 1. Survey terminated.,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: It was hard to guess the number of dots
<br>Player3-Democrat: it was somewhat hard to determine the number of dots
<br> *** Player3-Democrat has left the chat ***
<br>",NA,chatLog,NA,NA,NA,3,ingroup,5,NA,2
2023-09-21T15:59:28Z,2023-09-21T16:07:33Z,0,24.151.251.140,100,484,1,2023-09-21T16:07:34Z,R_1cS68l7djZgFw0G,NA,NA,NA,NA,36.224,-83.3179,anonymous,EN,1,55e5d5fdc70c7a000b2a5bac,1,0,0,30.769,0,0,0,3.006,0,80,22.226,22.226,24.228,1,NA,NA,NA,NA,NA,NA,6,6,6,1,1,1,12.759,17.38,26.403,2,1,3,691,76,Region #2,14,3,0,0,9.497,0,4.758,9.576,11.501,2,0,0,25.006,0,1,5.948,5.948,16.741,1,1,2,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Influence on Choices in regard to group identification,1,NA,4,NA,1,NA,NA,35,2,NA,7,6,1,1,6392NwKkvp,MoHi_Study2,NA,37,R_1cS68l7djZgFw0G,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player4-Republican: hello folks!
<br>Player3-Democrat: Hi all!
<br>Player1-Democrat: Hello!\
<br>Player2-Republican: Hello, underestimator here.
<br>Player4-Republican: I overestimated the dots
<br>Player1-Democrat: Overestimater here. 
<br>Player3-Democrat: So dot thing, that was fun, I just took the best guess I had and hi I underestimated the dots haha
<br>Player2-Republican: I said 80, terrible at such things.
<br>Player1-Democrat: Yeah I just did my best guess
<br>Player4-Republican: what was the number of dots u guys estimated
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",NA,chatLog,NA,NA,NA,1,self,NA,5,6
2023-09-21T15:59:33Z,2023-09-21T16:07:56Z,0,174.102.120.221,100,503,1,2023-09-21T16:07:57Z,R_2742SVeAgo3YeMs,NA,NA,NA,NA,39.3202,-84.552,anonymous,EN,1,5ef78f819d93424af2af742b,1,0,0,25.308,0,0,0,3.01,0,30,0,0,38.453,0,6,7,5,1,1,1,NA,NA,NA,NA,NA,NA,0,0,21.744,0,2,2,310,277,Region #1,14,3,0,0,7.833,0,0,0,12.297,0,0,0,25.011,0,2,5.772,5.772,17.883,1,NA,1,7,10,Nothing I can think of really.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,To see how people interact and also look at political parties as to how they assign things.,1,NA,4,NA,1,NA,NA,33,1,NA,7,1,1,1,6392NwKkvp,MoHi_Study2,NA,37,R_2742SVeAgo3YeMs,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,NA,NA,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player4-Republican: hello folks!
<br>Player3-Democrat: Hi all!
<br>Player1-Democrat: Hello!\
<br>Player2-Republican: Hello, underestimator here.
<br>Player4-Republican: I overestimated the dots
<br>Player1-Democrat: Overestimater here. 
<br>Player3-Democrat: So dot thing, that was fun, I just took the best guess I had and hi I underestimated the dots haha
<br>Player2-Republican: I said 80, terrible at such things.
<br>Player1-Democrat: Yeah I just did my best guess
<br>Player4-Republican: what was the number of dots u guys estimated
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",NA,chatLog,NA,NA,NA,1,self,5,NA,7
