StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q186,under_ingroup1,under_ingroup2,under_ingroup3,over_outgroup1,over_outgroup2,over_outgroup3,group_check,over_ingroup1,over_ingroup2,over_ingroup3,under_outgroup1,under_outgroup2,under_outgroup3,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
11/29/23 16:01,11/29/23 16:15,IP Address,71.29.77.125,100,842,TRUE,11/29/23 16:15,R_s7kpyj0YGvUYkNj,,,,,31.4559,-82.8564,anonymous,EN,I consent to the study.,5d79156e0c89aa0001026dc8,"Yes, I understand.",0,0,13.885,0,0,0,3.111,0,520,0,0,0.418,0,Underestimators,Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,,,,,,,,0,0,23.401,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,772,285,Region #2,Disagree,"Somewhat 
Disagree
3
",0,0,21.501,0,0,0,39.238,0,0,0,25.011,0,,,,,,,,,,,,,,,Yes,Fairly,9,N/A,,,,,,,,,,,,,0,0,15.107,0,How people experience multiple task,Yes,,Yes,,On a desktop or laptop computer,,Very different and enjoyable survey!,61,Man,,White,Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,17,R_s7kpyj0YGvUYkNj,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player2-Underestimator: hello
<br>Player1-Overestimator: hi
<br>Player3-Overestimator: Hello, I'm an overestimator!
<br>Player1-Overestimator: Hehe me too
<br>Player2-Underestimator: there was a wholeee bunch of dots on my picture so it was difficult to guess
<br>Player4-Underestimator: Hey,under estimator is here
<br>Player2-Underestimator: hundreds of em
<br>Player1-Overestimator: Same, I counted 9 big dots, as if that was a good way to estimate
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
11/29/23 16:02,11/29/23 16:15,IP Address,72.50.215.193,100,759,TRUE,11/29/23 16:15,R_UMI2116ICy9DEyd,,,,,44.9399,-93.2548,anonymous,EN,I consent to the study.,5f8a1cef1ec75e0cdb918a9e,"Yes, I understand.",0,0,33.212,0,0,0,3.113,0,65,0,0,0.444,0,Underestimators,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,0,0,22.303,0,IM_3KUo7iTc8Zjnk46,has any value apart from its role in providing new technologies to save lives.,255,259,Region #1,Disagree,"Somewhat 
Disagree
3
",0,0,12.211,0,0,0,32.348,0,0,0,25.007,0,Randomization,22.566,22.566,23.49,1,,Maybe,Extremely Fairly,7,Feels like hooey. Random selection is plenty blind and anyone with enough education to be at a point where they are designing this survey would know that.,,,,,,,,,,,,,,,,,,,,,,,,,In-group out-group,Yes,,No,I did the task selection. Nothing was presented to me as a claim of screen recording.,On a desktop or laptop computer,,,49,Something not listed here,Trans woman,White,Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,28,R_UMI2116ICy9DEyd,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player4-Underestimator: Hi y'all!
<br>Player1-Overestimator: Hi Everyone
<br>Player2-Underestimator: how yall doin
<br>Player3-Overestimator: Hi!
<br>Player4-Underestimator: I'm doing well, thanks! Just sitting around looking at circles and dots
<br>Player3-Overestimator: How did you feel about your ability to estimate
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>Player4-Underestimator: Bad!
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
11/29/23 16:01,11/29/23 16:15,IP Address,173.14.145.81,100,815,TRUE,11/29/23 16:15,R_3npazQ6mpihQh0J,,,,,41.5538,-73.063,anonymous,EN,I consent to the study.,5e8b32ec2c33ae7f20a0b401,"Yes, I understand.",0,0,13.175,0,0,0,3.009,0,20,0,0,24.273,0,,,,,,,,Overestimators,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,0,0,21.916,0,IM_3KUo7iTc8Zjnk46,should have the saving of human lives as an important goal.,772,283,Region #2,Slightly Disagree,"Somewhat 
Disagree
3
",0,0,16.607,0,0,0,18.137,0,0,0,26.854,0,,,,,,,,,,,,,,,No,Neither Fairly or Unfairly,8,,,,,,0,0,15.108,0,,,,,,,,,choose the tasks?,Yes,,No,not sure.,On a desktop or laptop computer,,,62,Woman,,Asian,Somewhat Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,21,R_3npazQ6mpihQh0J,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player1-Overestimator: Hey ya! Apparently I am an overestimator! Anyone else??
<br>Player2-Underestimator: Hi there!
<br>Player4-Underestimator: Hi
<br>Player3-Overestimator: Me too
<br>Player1-Overestimator: LOL! I coulnd't count as fast as they wanted me to :)
<br>Player2-Underestimator: I'm an underestimator.
<br> *** Player3-Overestimator has left the chat ***
<br>Player4-Underestimator: I couldn't do too well either
<br>",,chatLog,,,
11/29/23 15:59,11/29/23 16:15,IP Address,99.22.174.151,100,953,TRUE,11/29/23 16:15,R_2X1Dl9d98qY86XW,,,,,35.2494,-81.3812,anonymous,EN,I consent to the study.,5d90bd1c000a89001b3affb1,"Yes, I understand.",0,0,10.146,0,0,0,3.009,0,40,0,0,7.71,0,,,,,,,,Overestimators,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,0,0,22.117,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,859,227,Region #2,Slightly Agree,"Somewhat 
Disagree
3
",0,0,11.097,0,0,0,17.895,0,0,0,25.013,0,,,,,,,,,,,0,0,15.11,0,Yes,Neither Fairly or Unfairly,9,,,,,,,,,,,,,,,,,,"As is often the case with these types of studies, I have no idea.",Yes,,Yes,,On a desktop or laptop computer,,"I'm not so sure I really believe there was another participant(s) at any point in this study. I'm only answering ""yes"" when asked because I don't have any hard evidence to suggest there wasn't, only my suspicions. Which isn't enough from my perspective to make any accusations or bold statements that are contrary to what I've been told, as a matter of good faith. Not that I would think it's wrong if there weren't other participants, I did agree to participate in tests that were deceptive, after all.",43,Woman,,White,Somewhat Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,5,R_2X1Dl9d98qY86XW,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player3-Overestimator: The size of the dots influenced my guess
<br>Player1-Overestimator: OK, so did that seem a lot easier than it actually was to anyone else?
<br>Player2-Underestimator: it was hard for me
<br>Player4-Underestimator: from my standpoint, it was very difficult to estimate the number of dots. I found myself focused on the large ones and got lost with the smaller ones
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
11/29/23 16:03,11/29/23 16:15,IP Address,67.240.129.187,100,723,TRUE,11/29/23 16:15,R_1pW1KMsYO19pT3i,,,,,42.9967,-78.1969,anonymous,EN,I consent to the study.,5cd6c1197b87la000lb13589,"Yes, I understand.",0,0,10.35,0,0,0,3.11,0,100,0,0,84.279,0,Underestimators,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,0,0,21.563,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,692,79,Region #2,Neutral,"Somewhat 
Disagree
3
",0,0,11.548,0,0,0,21.472,0,0,0,25.112,0,I will choose,22.707,22.707,24.688,1,The Green Task,Maybe,Neither Fairly or Unfairly,5,no,,,,,,,,,,,,,,,,,,,,,,,,,peoples choices,Yes,,Yes,,On a desktop or laptop computer,,,62,Woman,,White,Moderate,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,31,R_1pW1KMsYO19pT3i,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: hi
<br>Player2-Underestimator: hello
<br>Player4-Underestimator: what are we suppose to chat about
<br>Player2-Underestimator: Did you underestimate on purpose? I thought it was really hard to estimate
<br>Player1-Overestimator: hello
<br>Player2-Underestimator: lol, good question 4
<br>",,chatLog,,,
11/29/23 16:03,11/29/23 16:15,IP Address,73.117.133.1,100,703,TRUE,11/29/23 16:15,R_w0HAZfyZvJowfK1,,,,,40.5565,-79.5772,anonymous,EN,I consent to the study.,5b33a01fa8327d0001003821,"Yes, I understand.",0,0,13.071,0,0,0,3.01,0,157,0,0,13.039,0,,,,,,,,Overestimators,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,0,0,39.953,0,IM_3KUo7iTc8Zjnk46,has any value apart from its role in providing new technologies to save lives.,155,159,Region #1,Slightly Disagree,"Somewhat 
Disagree
3
",0,0,10.529,0,0,0,17.198,0,0,0,25.118,0,,,,,,,,,,,,,,,Maybe,Somewhat Fairly,8,Some people might enjoy the red task over the green task even if it is more difficult.,0,0,15.115,0,,,,,,,,,,,,,I do not know.,Yes,,Yes,,On a desktop or laptop computer,,none,70,Woman,,White,Moderate,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,29,R_w0HAZfyZvJowfK1,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player1-Overestimator: hello
<br>Player2-Underestimator: hi
<br>Player4-Underestimator: i just estimated more than last time and I was still low
<br>Player3-Overestimator: Hello
<br>Player1-Overestimator: It was very hard to figure out how  many dots were there
<br>Player4-Underestimator: I cannot see it having that many dots
<br>Player3-Overestimator: I overestimated the number of dots
<br>Player1-Overestimator: I was too high
<br>Player2-Underestimator: I thought it was hard too...i didn't want to count
<br>Player4-Underestimator: I said 90 and it was low
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
11/29/23 16:01,11/29/23 16:15,IP Address,108.29.158.250,100,860,TRUE,11/29/23 16:15,R_4GXw0NOS61QnzRT,,,,,40.5697,-74.1184,anonymous,EN,I consent to the study.,652c3670904dda2e0f2f5800,"Yes, I understand.",0,0,10.934,0,0,0,3.128,0,500,0,0,0.77,0,,,,,,,,Overestimators,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,0,0,34.112,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,558,326,Region #2,Disagree,"Somewhat 
Disagree
3
",0,0,13.503,0,0,0,28.002,0,0,0,25.022,0,,,,,,,,,,,,,,,Maybe,Fairly,10,no feedback,,,,,,,,,,,,,0,0,15.122,0,decision making under certain conditions,Yes,,Yes,,On a desktop or laptop computer,,,28,Woman,,Black or African American,Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,26,R_4GXw0NOS61QnzRT,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player1-Overestimator: hello
<br>Player2-Underestimator: Hello!
<br>Player3-Overestimator: Hello!
<br>Player4-Underestimator: Hello. I found it nearly impossible to count the dots in the task.
<br>Player2-Underestimator: I personally had a hard time trying to guess the number of dots
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>Player3-Overestimator: Same for me
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
11/29/23 16:02,11/29/23 16:15,IP Address,166.199.115.47,100,798,TRUE,11/29/23 16:15,R_3G24yYaWzGG7BQv,,,,,39.1029,-94.5713,anonymous,EN,I consent to the study.,62fc25ef4ce0d3d169b7a120,"Yes, I understand.",7.22,7.22,7.791,1,0,0,3.008,0,100,0,0,8.704,0,Underestimators,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,0,0,35.87,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,619,154,Region #2,Disagree,"Somewhat 
Disagree
3
",0,0,10.772,0,0,0,24.519,0,0,0,25.009,0,,,,,,,,,,,,,,,Yes,Extremely Unfairly,10,I think that it would be better if both tasks were of similar length. ,0,0,15.006,0,,,,,,,,,,,,,I think you were studying how people react to being assigned the least desirable task.,No,"The things they said seemed a bit off, like they were robots. ",No,I didn't see anything like a screenrecording. ,On a desktop or laptop computer,,"Thank you for this study, I really need every bit of money I can get to get out of my really bad marriage before something happens. I couldn't even begin to do that without the income I get from these studies. ",32,Woman,,White,Very Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,25,R_3G24yYaWzGG7BQv,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player4-Underestimator: I really didn't think there were more than 100!
<br>Player3-Overestimator: I thought it was difficult to estimate the number of dots. 
<br>Player2-Underestimator: I'll have to learn to count faster.
<br>Player1-Overestimator: The various sizes of the dots made it more challenging to make an estimate.
<br>Player4-Underestimator: That is true!
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
11/29/23 16:01,11/29/23 16:15,IP Address,73.171.88.147,100,850,TRUE,11/29/23 16:15,R_2pJEsA75HxaJHcT,,,,,38.4077,-82.4405,anonymous,EN,I consent to the study.,63bb9d1d25b272b93b81523a,"Yes, I understand.",0,0,11.251,0,0,0,3.014,0,47,0,0,29.751,0,Underestimators,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,,,,,,,,0,0,24.369,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,404,224,Region #1,Neutral,"Somewhat 
Disagree
3
",0,0,18.307,0,0,0,21.047,0,0,0,25.011,0,,,,,,,,,,,,,,,Yes,Somewhat Unfairly,10,not at this time. ,,,,,,,,,,,,,0,0,15.112,0,To see what my decisions would be. ,Yes,,Yes,,On a desktop or laptop computer,,,41,Woman,,White,Moderate,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,22,R_2pJEsA75HxaJHcT,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player1-Overestimator: Hello! :)
<br>Player4-Underestimator: Hello everyone
<br>Player1-Overestimator: That was kinda hard to estimate the correct amount since you couldn't look at it longer. 
<br>Player4-Underestimator: What tricks did you use to try to guess the number of dots? 
<br>Player2-Underestimator: Hi fellow underestimators, it's was difficult to guess
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
11/29/23 15:59,11/29/23 16:15,IP Address,75.82.73.229,100,949,TRUE,11/29/23 16:15,R_1eWvkjhGxKI8neN,,,,,34.0544,-118.2441,anonymous,EN,I consent to the study.,5fb0a3d6a8e4224b973e750b,"Yes, I understand.",0,0,10.782,0,1.275,1.275,3.113,1,150,0,0,45.32,0,Underestimators,Agree,Agree,Disagree,Agree,Agree,Disagree,,,,,,,,4.982,37.205,38.659,4,IM_3KUo7iTc8Zjnk46,has any value apart from its role in providing new technologies to save lives.,599,213,Region #2,Disagree,"Somewhat 
Disagree
3
",0,0,10.016,0,2.5,30.033,31.197,3,0,0,25.01,0,I will choose,3.29,32.263,33.15,4,The Green Task,Maybe,Neither Fairly or Unfairly,10,No other feedback,,,,,,,,,,,,,,,,,,,,,,,,,Honestly I have no idea but I would like to know,Yes,,No,It just didn't feel like it to me.,On a desktop or laptop computer,,Have a great day!,25,Man,,"Hispanic, Latino or Spanish Origin",Moderate,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,6,R_1eWvkjhGxKI8neN,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player4-Underestimator: hi
<br>Player2-Underestimator: hello
<br>Player3-Overestimator: Hi everybody.  Hope all are well
<br>Player1-Overestimator: Hi everyone
<br>Player2-Underestimator: Yes it was hard to count the dots since it only lasted a few seconds
<br>Player4-Underestimator: Agreed
<br>Player3-Overestimator: Very hard.
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
11/29/23 16:04,11/29/23 16:15,IP Address,50.32.137.134,100,688,TRUE,11/29/23 16:15,R_1mW5OuAFXRswJrG,,,,,41.3472,-75.9854,anonymous,EN,I consent to the study.,5d83dba73dfcaa0019a3125f,"Yes, I understand.",0,0,6.763,0,0,0,3.016,0,185,0,0,15.666,0,Underestimators,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,,,,,,,,0,0,21.949,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,721,258,Region #2,Neutral,"Somewhat 
Disagree
3
",17.019,17.019,17.336,1,0,0,27.094,0,0,0,25.008,0,,,,,,,,,,,0,0,15.496,0,Yes,Neither Fairly or Unfairly,10,No,,,,,,,,,,,,,,,,,How people make decisions,Yes,,Yes,,On a desktop or laptop computer,,It was engaging and everything was fine,47,Woman,,White,Moderate,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,33,R_1mW5OuAFXRswJrG,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: Hello
<br>Player3-Overestimator: Hi
<br>Player1-Overestimator: Hi!
<br>Player2-Underestimator: Hi
<br>Player1-Overestimator: I found it hard to estimate the number of dots, what about yall?
<br>Player2-Underestimator: Not enough tiime
<br>Player4-Underestimator: Yes, so did I. It went too fast lol
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
11/29/23 16:00,11/29/23 16:15,IP Address,198.37.252.6,100,920,TRUE,11/29/23 16:15,R_Q5QK4Tf2Dun7mox,,,,,38.2132,-84.5455,anonymous,EN,I consent to the study.,5e29dc4721a5f20481c70274,"Yes, I understand.",0,0,19.385,0,0,0,3.009,0,75,0,0,0.441,0,,,,,,,,Overestimators,Disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,18.616,23.448,26.381,2,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,854,225,Region #2,Slightly Agree,"Somewhat 
Disagree
3
",0,0,12.884,0,4.547,23.532,24.98,5,0,0,25.009,0,,,,,,,,,,,,,,,No,Neither Fairly or Unfairly,10,I actually like it.,0,0,15.007,0,,,,,,,,,,,,,"To see what task people like doing the most, or if they are ok with the blind way.",Yes,,Yes,,On a mobile phone,,Great study!!!,39,Woman,,Black or African American,Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,14,R_Q5QK4Tf2Dun7mox,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: Hello.  Overestimator here
<br>Player4-Underestimator: That was rough
<br>Player2-Underestimator: I felt like the picture flashed by too quickly to get any kind of real idea
<br>Player1-Overestimator: Hello
<br>Player3-Overestimator: Yeah, there were a ton of dots and all different sizes
<br>Player3-Overestimator: I wonder how many were actuallyu there
<br>Player4-Underestimator: I tried to go across and make a guess
<br> *** Player3-Overestimator has left the chat ***
<br>Player1-Overestimator: It was hard to see
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
